alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
mozi-026-condemnation-of-music-i__align-0011,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,27,26.27 - 26.28,是故子墨子曰：為樂非也。,26.44,"On the contrary, punishment will visit him.","On the contrary, punishment will visit him.",[]
mozi-026-condemnation-of-music-i__align-0012,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,29,26.29 - 26.30,今王公大人唯毋處高台厚榭之上而視之，鍾猶是延鼎也，弗撞擊將何樂得焉哉！其說將必撞擊之。,26.45,"When (man) does not do what Heaven desires, but does what Heaven abominates, Heaven will also not do what man desires but do what he abominates.","When (man) does not do what Heaven desires, but does what Heaven abominates, Heaven will also not do what man desires but do what he abominates.",[]
mozi-026-condemnation-of-music-i__align-0013,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,31,26.31,惟勿撞擊，將必不使老與遲者。,26.46,What man abominates are disease and calamities.,What man abominates are disease and calamities.,[]
mozi-026-condemnation-of-music-i__align-0014,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,2,4,exact_or_near_exact,0.93,32,26.32 - 26.33,老與遲者，耳目不聰明，股肱不畢強，聲不和調，明不轉樸。將必使當年，因其耳目之聰明，股肱之畢強，聲之和調，眉之轉樸。,26.47 - 26.50,"Therefore not to do what Heaven desires but do what it abominates is to lead the multitudes in the world to calamity. Therefore the ancient sage-kings studied what Heaven and the spirits would bless and avoided what they would curse in order to procure benefits for the world and avoid calamities. Thereupon, Heaven made heat and cold temperate, the four seasons harmonious, the Yin and Yang and rain and dew timely. The five grains are enabled to ripen and the six animals to mature.","Therefore not to do what Heaven desires but do what it abominates is to lead the multitudes in the world to calamity. Therefore the ancient sage-kings studied what Heaven and the spirits would bless and avoided what they would curse in order to procure benefits for the world and avoid calamities. Thereupon, Heaven made heat and cold temperate, the four seasons harmonious, the Yin and Yang and rain and dew timely. The five grains are enabled to ripen and the six animals to mature.",[]
mozi-026-condemnation-of-music-i__align-0015,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,34,26.34,使丈夫為之，廢丈夫耕稼樹蓺之時；,26.51,"And disease, pestilence, and famine did not happen.","And disease, pestilence, and famine did not happen.",[]
mozi-026-condemnation-of-music-i__align-0016,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,35,26.35 - 26.38,使婦人為之，廢婦人紡績織紝之事。今王公大人，唯毋為樂，虧奪民衣食之財以拊樂，如此多也。是故子墨子曰：為樂非也。,26.52 - 26.57,"Therefore Motse said: If the gentlemen of the world really desire to follow the Tao and benefit the people they must be mindful of the principle that the will of Heaven is the origin of magnanimity and righteousness. In the world those who lack benevolence are unfortunate. If a son does not serve his father, a younger brother does not serve his elder brother, or a subordinate does not serve his superior then all the gentlemen of the world will call him unfortunate. Now Heaven loves the whole world universally. Everything is prepared for the good of man. Even the tip of a hair is the work of Heaven.","Therefore Motse said: If the gentlemen of the world really desire to follow the Tao and benefit the people they must be mindful of the principle that the will of Heaven is the origin of magnanimity and righteousness. In the world those who lack benevolence are unfortunate. If a son does not serve his father, a younger brother does not serve his elder brother, or a subordinate does not serve his superior then all the gentlemen of the world will call him unfortunate. Now Heaven loves the whole world universally. Everything is prepared for the good of man. Even the tip of a hair is the work of Heaven.",[]
mozi-026-condemnation-of-music-i__align-0017,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,39,26.39 - 26.41,今大鐘鳴鼓、琴瑟竿笙之聲，既已具矣，大人肅然奏而獨聽之，將何樂得焉哉？其說將必與賤人不與君子，與君子聽之，廢君子聽治；與賤人聽之，廢賤人之從事。,26.58 - 26.63,"Substantial may be said of the benefits that are enjoyed by man. Yet there is no service in return. And they do not even know this to be unmagnanimous and unfortunate. This is why I say the gentlemen understand only trifles and not things of importance. Moreover I know Heaven loves men dearly not without reason. Heaven ordered the sun, the moon, and the stars to enlighten and guide them.","Substantial may be said of the benefits that are enjoyed by man. Yet there is no service in return. And they do not even know this to be unmagnanimous and unfortunate. This is why I say the gentlemen understand only trifles and not things of importance. Moreover I know Heaven loves men dearly not without reason. Heaven ordered the sun, the moon, and the stars to enlighten and guide them.",[]
mozi-026-condemnation-of-music-i__align-0018,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,42,26.42,今王公大人惟毋為樂，虧奪民之衣食之財以拊樂，如此多也。,26.64,"Heaven ordained the four seasons, Spring, Autumn, Winter, and Summer, to regulate them.","Heaven ordained the four seasons, Spring, Autumn, Winter, and Summer, to regulate them.",[]
mozi-026-condemnation-of-music-i__align-0019,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,43,26.43 - 26.46,是故子墨子曰：為樂非也。昔者齊康公興樂萬，萬人不可衣短褐，不可食糠糟，曰：「食飲不美，面目顏色不足視也；,26.65 - 26.70,"Heaven sent down snow, frost, rain, and dew to grow the five grains and flax and silk that so the people could use and enjoy them. Heaven established the hills and rivers, ravines and valleys, and arranged many things to minister to man’s good or bring him evil. He appointed the dukes and lords to reward the virtuous and punish the wicked, and to gather metal and wood, birds and beasts, and to engage in cultivating the five grains and flax and silk to provide for the people’s food and clothing. This has been taking place from antiquity to the present. Suppose there is a man who is deeply fond of his son and has used his energy to the limit to work for his benefit. But when the son grows up he returns no love to the father.","Heaven sent down snow, frost, rain, and dew to grow the five grains and flax and silk that so the people could use and enjoy them. Heaven established the hills and rivers, ravines and valleys, and arranged many things to minister to man’s good or bring him evil. He appointed the dukes and lords to reward the virtuous and punish the wicked, and to gather metal and wood, birds and beasts, and to engage in cultivating the five grains and flax and silk to provide for the people’s food and clothing. This has been taking place from antiquity to the present. Suppose there is a man who is deeply fond of his son and has used his energy to the limit to work for his benefit. But when the son grows up he returns no love to the father.",[]
mozi-026-condemnation-of-music-i__align-0020,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,47,26.47,衣服不美，身體從容丑羸不足觀也。,26.71,The gentlemen of the world will all call him unmagnanimous and miserable.,The gentlemen of the world will all call him unmagnanimous and miserable.,[]
mozi-026-condemnation-of-music-i__align-0021,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,48,26.48 - 26.50,」是以食必粱肉，衣必文繡。此掌不從事乎衣食之財，而掌食乎人者也。是故子墨子曰：,26.72 - 26.77,"Now Heaven is not ascertainable. loves the whole world universally. Everything is prepared for the good of man. The work of Heaven extends to even the smallest things that are enjoyed by man. Such benefits may indeed be said to be substantial, yet there is no service in return. And they do not even know this to be unmag-nanimons. This is why I say the gentlemen of the world understand only trifles but not things of importance.","Now Heaven is not ascertainable. loves the whole world universally. Everything is prepared for the good of man. The work of Heaven extends to even the smallest things that are enjoyed by man. Such benefits may indeed be said to be substantial, yet there is no service in return. And they do not even know this to be unmag-nanimons. This is why I say the gentlemen of the world understand only trifles but not things of importance.",[]
mozi-026-condemnation-of-music-i__align-0022,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,1,6,exact_or_near_exact,0.93,51,26.51,今王公大人，惟毋為樂，虧奪民衣食之財以拊樂，如此之也。,26.78 - 26.83,"Yet this does not exhaust my reasons whereby I know Heaven loves man dearly. It is said the murder of an innocent individual will caU down a calamity. Who is the innocent? From whom is the visitation? If Heaven does not love the people dearly, why should Heaven send down a visitation upon the man who murders the innocent? Thus I know Heaven loves man dearly.","Yet this does not exhaust my reasons whereby I know Heaven loves man dearly. It is said the murder of an innocent individual will caU down a calamity. Who is the innocent? From whom is the visitation? If Heaven does not love the people dearly, why should Heaven send down a visitation upon the man who murders the innocent? Thus I know Heaven loves man dearly.",[]
mozi-026-condemnation-of-music-i__align-0023,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,6,6,exact_or_near_exact,0.93,52,26.52 - 26.57,是故子墨子曰：為樂非也。今人固與禽獸、麋鹿、蜚鳥、貞蟲異者也。今之禽獸、麋鹿、蜚鳥、貞蟲，因其羽毛以為衣裘。因其蹄蚤以為褲屨。因其水草以為飲食。,26.84 - 26.89,"This is still not all by which I know Heaven loves man dearly. There are those who love the people and benefit the people and obey the will of Heaven and obtain reward from Heaven. There are also those who hate the people and oppress the people and oppose the will of Heaven and incur punishment from Heaven. Who are those that love the people and benefit the people, obey the will of Heaven and obtain reward from Heaven? the people and benefit the people, obey the will of Heaven and obtain reward from Heaven? They are the ancient sage-kings of the Three Dynasties, Yao, Shun, Yii, T’ang, Wen, and Wu.","This is still not all by which I know Heaven loves man dearly. There are those who love the people and benefit the people and obey the will of Heaven and obtain reward from Heaven. There are also those who hate the people and oppress the people and oppose the will of Heaven and incur punishment from Heaven. Who are those that love the people and benefit the people, obey the will of Heaven and obtain reward from Heaven? the people and benefit the people, obey the will of Heaven and obtain reward from Heaven? They are the ancient sage-kings of the Three Dynasties, Yao, Shun, Yii, T’ang, Wen, and Wu.",[]
mozi-026-condemnation-of-music-i__align-0024,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,58,26.58 - 26.60,故唯使雄不耕稼樹蓺，雌亦不紡績織紝，衣食之財固已具矣。今人與此異者也，賴其力者生，不賴其力者不生君子不強聽治，即刑政亂；賤人不強從事，即財用不足。,26.90 - 26.95,"What did Yao, Shun, Yii, T’ang, Wen, and Wu do? They engaged themselves in universality and not partiality (in love). Loving universally, they did not attack the small states with their large states, they did not molest the small houses with their large houses. The strong did not plunder the weak, the many did not oppress the few, the clever did not deceive the stupid, the honoured did not disdain the humble. Such a regime was agreeable to Heaven above, to the spirits in the middle sphere, and to the people below. Being helpful to these three, it was helpful to all.","What did Yao, Shun, Yii, T’ang, Wen, and Wu do? They engaged themselves in universality and not partiality (in love). Loving universally, they did not attack the small states with their large states, they did not molest the small houses with their large houses. The strong did not plunder the weak, the many did not oppress the few, the clever did not deceive the stupid, the honoured did not disdain the humble. Such a regime was agreeable to Heaven above, to the spirits in the middle sphere, and to the people below. Being helpful to these three, it was helpful to all.",[]
mozi-026-condemnation-of-music-i__align-0025,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,61,26.61,今天下之士君子以吾言不然。,26.96,And this was Heavenly virtue.,And this was Heavenly virtue.,[]
mozi-026-condemnation-of-music-i__align-0026,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,62,26.62 - 26.65,然即姑嘗數天下分事，而觀樂之害。王公大人蚤朝晏退，聽獄治政，此其分事也。士君子竭股肱之力，亶其思慮之智，內治官府，外收斂關市、山林、澤梁之利，以實倉廩府庫，此其分事也。農夫蚤出暮入，耕稼樹蓺，多聚叔粟，此其分事也。,26.97 - 26.102,"The most excellent names in the world were gathered and attributed to them, and they were called magnanimous, righteous, beloved of man and beneficial to the people, obedient to the will of Heaven and rewarded of Heaven. Besides this, it is also recorded on the bamboos and silk, cut in metals and stones, and engraved on the dishes and cups to be handed down to posterity. What is this for? It is to mark out those who loved the people and benefited them, obeyed the will of Heaven and obtained reward from Heaven. Thus the ode of Huang Yi says: God said to King Wen, ‘ I cherish your intelligent virtue. It was not proclaimed with much noise or gesture.","The most excellent names in the world were gathered and attributed to them, and they were called magnanimous, righteous, beloved of man and beneficial to the people, obedient to the will of Heaven and rewarded of Heaven. Besides this, it is also recorded on the bamboos and silk, cut in metals and stones, and engraved on the dishes and cups to be handed down to posterity. What is this for? It is to mark out those who loved the people and benefited them, obeyed the will of Heaven and obtained reward from Heaven. Thus the ode of Huang Yi says: God said to King Wen, ‘ I cherish your intelligent virtue. It was not proclaimed with much noise or gesture.",[]
mozi-026-condemnation-of-music-i__align-0027,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,2,6,exact_or_near_exact,0.93,66,26.66 - 26.67,婦人夙興夜寐，紡績織紝，多治麻絲葛緒、綑布縿，此其分事也。今惟毋在乎王公大人說樂而聽之，即必不能蚤朝晏退，聽獄治政，是故國家亂而社稷危矣！,26.103 - 26.108,"It was not modified after the possession of the empire. How instructively and naturally submissive to the scheme of Heaven! "" Because he was obedient to God’s scheme. He rewarded him with Yin and honoured him to be emperor and enriched him with the empire. And his fame is not forgotten even unto this day. Hence we are enabled to know who are those that loved the people and benefited them, obeyed the will of Heaven and obtained reward from Heaven.","It was not modified after the possession of the empire. How instructively and naturally submissive to the scheme of Heaven! "" Because he was obedient to God’s scheme. He rewarded him with Yin and honoured him to be emperor and enriched him with the empire. And his fame is not forgotten even unto this day. Hence we are enabled to know who are those that loved the people and benefited them, obeyed the will of Heaven and obtained reward from Heaven.",[]
mozi-026-condemnation-of-music-i__align-0028,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,2,6,exact_or_near_exact,0.93,68,26.68 - 26.69,今惟毋在乎士君子說樂而聽之，即必不能竭股肱之力，亶其思慮之智，內治官府，外收斂關市、山林、澤梁之利，以實倉廩府庫，是故倉廩府庫不實。今惟毋在乎農夫說樂而聽之，即必不能蚤出暮入，耕稼樹蓺，多聚叔粟，是故叔粟不足。,26.109 - 26.114,"Now, who are those that hated the people and oppressed them, opposed the will of Heaven and incurred punishment from Heaven? They are the ancient wicked kings of the Three Dynasties, Chieh, Chow, Yu, and Li. What did they do? They were selfish and ungenerous. Being selfish they attacked the small states with their large states, they molested the small houses with their large houses. The strong plundered the weak, the many oppressed the few, the clever deceived the ignorant, the honoured disdained the humble.","Now, who are those that hated the people and oppressed them, opposed the will of Heaven and incurred punishment from Heaven? They are the ancient wicked kings of the Three Dynasties, Chieh, Chow, Yu, and Li. What did they do? They were selfish and ungenerous. Being selfish they attacked the small states with their large states, they molested the small houses with their large houses. The strong plundered the weak, the many oppressed the few, the clever deceived the ignorant, the honoured disdained the humble.",[]
mozi-026-condemnation-of-music-i__align-0029,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,6,6,exact_or_near_exact,0.93,70,26.70 - 26.75,今惟毋在乎婦人說樂而聽之，即不必能夙興夜寐，紡績織紝，多治麻絲葛緒、綑布縿，是故佈縿不興。曰：孰為大人之聽治、而廢國家之從事？曰樂也。是故子墨子曰：為樂非也。,26.115 - 26.120,"Such a regime was not helpful to Heaven above, to the spirits in the middle sphere, or to the people below. Since it was not helpful to these three it was helpful to none. And they were called the enemies of Heaven. The most evil names in the world were gathered and attributed to them, and they were called unmagnanimous, unrighteous, haters of man and oppressors of the people, disobedient to the will of Heaven and punished by Heaven. Besides this, it is also recorded on the bamboos and silk, cut in the metals and stones, and engraved on the plates and cups to be handed down to posterity. ","Such a regime was not helpful to Heaven above, to the spirits in the middle sphere, or to the people below. Since it was not helpful to these three it was helpful to none. And they were called the enemies of Heaven. The most evil names in the world were gathered and attributed to them, and they were called unmagnanimous, unrighteous, haters of man and oppressors of the people, disobedient to the will of Heaven and punished by Heaven. Besides this, it is also recorded on the bamboos and silk, cut in the metals and stones, and engraved on the plates and cups to be handed down to posterity. ",[]
mozi-026-condemnation-of-music-i__align-0030,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,76,26.76,何以知其然也？,26.121,What is this for?,What is this for?,[]
mozi-026-condemnation-of-music-i__align-0031,mozi,mozi-026-condemnation-of-music-i,chapter,sentence,grouped,False,,6,6,exact_or_near_exact,0.93,77,26.77 - 26.82,曰：先王之書湯之《官刑》有之。曰：「其恆舞於宮，是謂巫風。其刑，君子出絲二衛，小人否，似二伯黃徑。」乃言曰：,26.122 - 26.127,"It is to mark out those that hated the people and oppressed them, opposed the will of Heaven and incurred punishment from Heaven. Thus relates the Great Declaration: ‘‘ Chow went beyond the proper limits and became insolent. He would not worship God and pushed away the ancestors and spirits without offering them sacrifices. And he said: ' Fortune is with me/ and neglected and betrayed his duty. Heaven thereupon deserted him and withdrew its protection."" Heaven deserted Chow and withdrew its support because Chow opposed the will of Heaven. Hence we are enabled to know who are those that hated the people and oppressed them, opposed the will of Heaven and incurred punishment from Heaven.","It is to mark out those that hated the people and oppressed them, opposed the will of Heaven and incurred punishment from Heaven. Thus relates the Great Declaration: ‘‘ Chow went beyond the proper limits and became insolent. He would not worship God and pushed away the ancestors and spirits without offering them sacrifices. And he said: ' Fortune is with me/ and neglected and betrayed his duty. Heaven thereupon deserted him and withdrew its protection."" Heaven deserted Chow and withdrew its support because Chow opposed the will of Heaven. Hence we are enabled to know who are those that hated the people and oppressed them, opposed the will of Heaven and incurred punishment from Heaven.",[]
