alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
laozi-chapter-002__align-001,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 2.1,天下皆知美之為美，,老子 2.1,"All in the world know the beauty of the beautiful, and in doing this they have (the idea of) what ugliness is;"
laozi-chapter-002__align-002,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,2,老子 2.2 - 老子 2.3,斯惡已。皆知善之為善，,老子 2.2,"they all know the skill of the skilful, and in doing this they have (the idea of) what the want of skill is."
laozi-chapter-002__align-003,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,4,老子 2.4 - 老子 2.5,斯不善已。故有無相生，,老子 2.3,So it is that existence and non-existence give birth the one to (the idea of) the other;
laozi-chapter-002__align-004,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,6,老子 2.6,難易相成，,老子 2.4,that difficulty and ease produce the one (the idea of) the other;
laozi-chapter-002__align-005,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 2.7,長短相較，,老子 2.5,that length and shortness fashion out the one the figure of the other;
laozi-chapter-002__align-006,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,8,老子 2.8 - 老子 2.9,高下相傾，音聲相和，,老子 2.6,that (the ideas of) height and lowness arise from the contrast of the one with the other;
laozi-chapter-002__align-007,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,10,老子 2.10 - 老子 2.11,前後相隨。是以聖人處無為之事，,老子 2.7 - 老子 2.8,that the musical notes and tones become harmonious through the relation of one with another; and that being before and behind give the idea of one following another.
laozi-chapter-002__align-008,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,12,老子 2.12 - 老子 2.13,行不言之教；萬物作焉而不辭，,老子 2.9 - 老子 2.10,"Therefore the sage manages affairs without doing anything, and conveys his instructions without the use of speech. All things spring up, and there is not one which declines to show itself;"
laozi-chapter-002__align-009,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 2.14,生而不有，,老子 2.11,"they grow, and there is no claim made for their ownership;"
laozi-chapter-002__align-010,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 2.15,為而不恃，,老子 2.12,"they go through their processes, and there is no expectation (of a reward for the results)."
laozi-chapter-002__align-011,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,16,老子 2.16,功成而弗居。,老子 2.13,"The work is accomplished, and there is no resting in it (as an achievement)."
laozi-chapter-002__align-012,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,17,老子 2.17,夫唯弗居，,老子 2.14,"The work is done, but how no one can see;"
laozi-chapter-002__align-013,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,18,老子 2.18,是以不去。,老子 2.15,'Tis this that makes the power not cease to be.
laozi-chapter-003__align-001,laozi,laozi-chapter-003,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,1,老子 3.1 - 老子 3.3,不尚賢，使民不爭；不貴難得之貨，,老子 3.1,Not to value and employ men of superior ability is the way to keep the people from rivalry among themselves;
laozi-chapter-003__align-002,laozi,laozi-chapter-003,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,4,老子 3.4 - 老子 3.5,使民不為盜；不見可欲，,老子 3.2,not to prize articles which are difficult to procure is the way to keep them from becoming thieves;
laozi-chapter-003__align-003,laozi,laozi-chapter-003,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,6,老子 3.6 - 老子 3.7,使民心不亂。是以聖人之治，,老子 3.3,not to show them what is likely to excite their desires is the way to keep their minds from disorder.
laozi-chapter-003__align-004,laozi,laozi-chapter-003,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,1.0,8,老子 3.8 - 老子 3.11,虛其心，實其腹，弱其志，強其骨。,老子 3.4,"Therefore the sage, in the exercise of his government, empties their minds, fills their bellies, weakens their wills, and strengthens their bones."
laozi-chapter-003__align-005,laozi,laozi-chapter-003,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,12,老子 3.12 - 老子 3.13,常使民無知無欲。使夫智者不敢為也。,老子 3.5,"He constantly (tries to) keep them without knowledge and without desire, and where there are those who have knowledge, to keep them from presuming to act (on it)."
laozi-chapter-003__align-006,laozi,laozi-chapter-003,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,14,老子 3.14 - 老子 3.15,為無為，則無不治。,老子 3.6,"When there is this abstinence from action, good order is universal."
laozi-chapter-004__align-001,laozi,laozi-chapter-004,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,1,老子 4.1,道沖而用之或不盈，,老子 4.1 - 老子 4.2,The Dao is (like) the emptiness of a vessel; and in our employment of it we must be on our guard against all fulness.
laozi-chapter-004__align-002,laozi,laozi-chapter-004,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,2,老子 4.2,淵兮似萬物之宗；,老子 4.3,"How deep and unfathomable it is, as if it were the Honoured Ancestor of all things!"
laozi-chapter-004__align-003,laozi,laozi-chapter-004,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,3,老子 4.3 - 老子 4.4,挫其銳，解其紛，,老子 4.4,"We should blunt our sharp points, and unravel the complications of things;"
laozi-chapter-004__align-004,laozi,laozi-chapter-004,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,5,老子 4.5 - 老子 4.6,和其光，同其塵，,老子 4.5,"we should attemper our brightness, and bring ourselves into agreement with the obscurity of others."
laozi-chapter-004__align-005,laozi,laozi-chapter-004,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,7,老子 4.7 - 老子 4.8,湛兮似或存。吾不知誰之子，,老子 4.6 - 老子 4.7,"How pure and still the Dao is, as if it would ever so continue! I do not know whose son it is."
laozi-chapter-004__align-006,laozi,laozi-chapter-004,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,9,老子 4.9,象帝之先。,老子 4.8,It might appear to have been before God.
laozi-chapter-005__align-001,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 5.1,天地不仁，,老子 5.1,Heaven and earth do not act from (the impulse of) any wish to be benevolent;
laozi-chapter-005__align-002,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,2,老子 5.2,以萬物為芻狗；,老子 5.2,they deal with all things as the dogs of grass are dealt with.
laozi-chapter-005__align-003,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,3,老子 5.3,聖人不仁，,老子 5.3,The sages do not act from (any wish to be) benevolent;
laozi-chapter-005__align-004,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 5.4,以百姓為芻狗。,老子 5.4,they deal with the people as the dogs of grass are dealt with.
laozi-chapter-005__align-005,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,5,老子 5.5 - 老子 5.6,天地之間，其猶橐籥乎？,老子 5.5,May not the space between heaven and earth be compared to a bellows?
laozi-chapter-005__align-006,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 5.7,虛而不屈，,老子 5.6,"'Tis emptied, yet it loses not its power;"
laozi-chapter-005__align-007,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,8,老子 5.8,動而愈出。,老子 5.7,"'Tis moved again, and sends forth air the more."
laozi-chapter-005__align-008,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,9,老子 5.9,多言數窮，,老子 5.8,Much speech to swift exhaustion lead we see;
laozi-chapter-005__align-009,laozi,laozi-chapter-005,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,10,老子 5.10,不如守中。,老子 5.9,"Your inner being guard, and keep it free."
laozi-chapter-006__align-001,laozi,laozi-chapter-006,chapter,sentence,sentence,False,,1,1,exact_or_near_exact,1.0,1,老子 6.1,谷神不死，,老子 6.1,"The valley spirit dies not, aye the same;"
laozi-chapter-006__align-002,laozi,laozi-chapter-006,chapter,sentence,sentence,False,,1,1,exact_or_near_exact,1.0,2,老子 6.2,是謂玄牝。,老子 6.2,The female mystery thus do we name.
laozi-chapter-006__align-003,laozi,laozi-chapter-006,chapter,sentence,sentence,False,,1,1,exact_or_near_exact,1.0,3,老子 6.3,玄牝之門，,老子 6.3,"Its gate, from which at first they issued forth,"
laozi-chapter-006__align-004,laozi,laozi-chapter-006,chapter,sentence,sentence,False,,1,1,exact_or_near_exact,1.0,4,老子 6.4,是謂天地根。,老子 6.4,Is called the root from which grew heaven and earth.
laozi-chapter-006__align-005,laozi,laozi-chapter-006,chapter,sentence,sentence,False,,1,1,exact_or_near_exact,1.0,5,老子 6.5,緜緜若存，,老子 6.5,"Long and unbroken does its power remain,"
laozi-chapter-006__align-006,laozi,laozi-chapter-006,chapter,sentence,sentence,False,,1,1,exact_or_near_exact,1.0,6,老子 6.6,用之不勤。,老子 6.6,"Used gently, and without the touch of pain."
laozi-chapter-007__align-001,laozi,laozi-chapter-007,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 7.1,天長地久。,老子 7.1,Heaven is long-enduring and earth continues long.
laozi-chapter-007__align-002,laozi,laozi-chapter-007,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,2,老子 7.2 - 老子 7.3,天地所以能長且久者，以其不自生，,老子 7.2,"The reason why heaven and earth are able to endure and continue thus long is because they do not live of, or for, themselves."
laozi-chapter-007__align-003,laozi,laozi-chapter-007,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 7.4,故能長生。,老子 7.3,This is how they are able to continue and endure.
laozi-chapter-007__align-004,laozi,laozi-chapter-007,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,5,老子 7.5,是以聖人後其身而身先；,老子 7.4,"Therefore the sage puts his own person last, and yet it is found in the foremost place;"
laozi-chapter-007__align-005,laozi,laozi-chapter-007,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,1.0,6,老子 7.6 - 老子 7.8,外其身而身存。非以其無私邪，故能成其私。,老子 7.5 - 老子 7.6,"he treats his person as if it were foreign to him, and yet that person is preserved. Is it not because he has no personal and private ends, that therefore such ends are realised?"
laozi-chapter-008__align-001,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 8.1,上善若水。,老子 8.1,The highest excellence is like (that of) water.
laozi-chapter-008__align-002,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,2,老子 8.2 - 老子 8.3,水善利萬物而不爭，處眾人之所惡，,老子 8.2 - 老子 8.3,"The excellence of water appears in its benefiting all things, and in its occupying, without striving (to the contrary), the low place which all men dislike. Hence (its way) is near to (that of) the Dao."
laozi-chapter-008__align-003,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 8.4,故幾於道。,老子 8.4,The excellence of a residence is in (the suitability of) the place;
laozi-chapter-008__align-004,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,5,老子 8.5,居善地，,老子 8.5,that of the mind is in abysmal stillness;
laozi-chapter-008__align-005,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,6,老子 8.6,心善淵，,老子 8.6,that of associations is in their being with the virtuous;
laozi-chapter-008__align-006,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 8.7,與善仁，,老子 8.7,that of words is in their trustworthiness;
laozi-chapter-008__align-007,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,8,老子 8.8,言善信，,老子 8.8,that of government is in its securing good order;
laozi-chapter-008__align-008,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,9,老子 8.9,正善治，,老子 8.9,that of (the conduct of) affairs is in its ability;
laozi-chapter-008__align-009,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,10,老子 8.10 - 老子 8.11,事善能，動善時。,老子 8.10,and that of (the initiation of) any movement is in its timeliness.
laozi-chapter-008__align-010,laozi,laozi-chapter-008,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,12,老子 8.12 - 老子 8.13,夫唯不爭，故無尤。,老子 8.11,"And when (one with the highest excellence) does not wrangle (about his low position), no one finds fault with him."
laozi-chapter-009__align-001,laozi,laozi-chapter-009,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,1,老子 9.1 - 老子 9.2,持而盈之，不如其已；,老子 9.1,"It is better to leave a vessel unfilled, than to attempt to carry it when it is full."
laozi-chapter-009__align-002,laozi,laozi-chapter-009,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,3,老子 9.3 - 老子 9.4,揣而梲之，不可長保。,老子 9.2,"If you keep feeling a point that has been sharpened, the point cannot long preserve its sharpness."
laozi-chapter-009__align-003,laozi,laozi-chapter-009,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,1.0,5,老子 9.5 - 老子 9.7,金玉滿堂，莫之能守；富貴而驕，,老子 9.3 - 老子 9.4,"When gold and jade fill the hall, their possessor cannot keep them safe. When wealth and honours lead to arrogancy, this brings its evil on itself."
laozi-chapter-009__align-004,laozi,laozi-chapter-009,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,8,老子 9.8 - 老子 9.10,自遺其咎。功遂身退，天之道。,老子 9.5,"When the work is done, and one's name is becoming distinguished, to withdraw into obscurity is the way of Heaven."
laozi-chapter-010__align-001,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 10.1,載營魄抱一，,老子 10.1,"When the intelligent and animal souls are held together in one embrace, they can be kept from separating."
laozi-chapter-010__align-002,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,2,老子 10.2 - 老子 10.3,能無離乎？專氣致柔，,老子 10.2,"When one gives undivided attention to the (vital) breath, and brings it to the utmost degree of pliancy, he can become as a (tender) babe."
laozi-chapter-010__align-003,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,4,老子 10.4 - 老子 10.5,能嬰兒乎？滌除玄覽，,老子 10.3,"When he has cleansed away the most mysterious sights (of his imagination), he can become without a flaw."
laozi-chapter-010__align-004,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,6,老子 10.6 - 老子 10.8,能無疵乎？愛國治民，能無知乎？,老子 10.4,"In loving the people and ruling the state, cannot he proceed without any (purpose of) action?"
laozi-chapter-010__align-005,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,9,老子 10.9 - 老子 10.10,天門開闔，能為雌乎？,老子 10.5,"In the opening and shutting of his gates of heaven, cannot he do so as a female bird?"
laozi-chapter-010__align-006,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,11,老子 10.11 - 老子 10.12,明白四達，能無為乎？,老子 10.6,"While his intelligence reaches in every direction, cannot he (appear to) be without knowledge?"
laozi-chapter-010__align-007,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,13,老子 10.13 - 老子 10.14,生之，畜之。,老子 10.7,(The Dao) produces (all things) and nourishes them;
laozi-chapter-010__align-008,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 10.15,生而不有，,老子 10.8,it produces them and does not claim them as its own;
laozi-chapter-010__align-009,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,16,老子 10.16,為而不恃，,老子 10.9,"it does all, and yet does not boast of it;"
laozi-chapter-010__align-010,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,17,老子 10.17,長而不宰，,老子 10.10,"it presides over all, and yet does not control them."
laozi-chapter-010__align-011,laozi,laozi-chapter-010,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,18,老子 10.18,是謂玄德。,老子 10.11,This is what is called 'The mysterious Quality' (of the Dao).
laozi-chapter-011__align-001,laozi,laozi-chapter-011,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 11.1,三十輻共一轂，,老子 11.1,The thirty spokes unite in the one nave;
laozi-chapter-011__align-002,laozi,laozi-chapter-011,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,1.0,2,老子 11.2 - 老子 11.4,當其無，有車之用。埏埴以為器，,老子 11.2 - 老子 11.3,"but it is on the empty space (for the axle), that the use of the wheel depends. Clay is fashioned into vessels;"
laozi-chapter-011__align-003,laozi,laozi-chapter-011,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,5,老子 11.5 - 老子 11.6,當其無，有器之用。,老子 11.4,"but it is on their empty hollowness, that their use depends."
laozi-chapter-011__align-004,laozi,laozi-chapter-011,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 11.7,鑿戶牖以為室，,老子 11.5,The door and windows are cut out (from the walls) to form an apartment;
laozi-chapter-011__align-005,laozi,laozi-chapter-011,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,8,老子 11.8 - 老子 11.9,當其無，有室之用。,老子 11.6,"but it is on the empty space (within), that its use depends."
laozi-chapter-011__align-006,laozi,laozi-chapter-011,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,10,老子 11.10 - 老子 11.11,故有之以為利，無之以為用。,老子 11.7,"Therefore, what has a (positive) existence serves for profitable adaptation, and what has not that for (actual) usefulness."
laozi-chapter-012__align-001,laozi,laozi-chapter-012,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 12.1,五色令人目盲，,老子 12.1,Colour's five hues from the eyes their sight will take;
laozi-chapter-012__align-002,laozi,laozi-chapter-012,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,2,老子 12.2,五音令人耳聾，,老子 12.2,Music's five notes the ears as deaf can make;
laozi-chapter-012__align-003,laozi,laozi-chapter-012,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,3,老子 12.3,五味令人口爽，,老子 12.3,The flavours five deprive the mouth of taste;
laozi-chapter-012__align-004,laozi,laozi-chapter-012,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,4,老子 12.4,馳騁畋獵令人心發狂，,老子 12.4 - 老子 12.5,"The chariot course, and the wild hunting waste Make mad the mind; and objects rare and strange,"
laozi-chapter-012__align-005,laozi,laozi-chapter-012,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,5,老子 12.5 - 老子 12.6,難得之貨令人行妨。是以聖人為腹不為目，,老子 12.6 - 老子 12.7,"Sought for, men's conduct will to evil change. Therefore the sage seeks to satisfy (the craving of) the belly, and not the (insatiable longing of the) eyes."
laozi-chapter-012__align-006,laozi,laozi-chapter-012,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 12.7,故去彼取此。,老子 12.8,"He puts from him the latter, and prefers to seek the former."
laozi-chapter-013__align-001,laozi,laozi-chapter-013,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 13.1,寵辱若驚，,老子 13.1,Favour and disgrace would seem equally to be feared;
laozi-chapter-013__align-002,laozi,laozi-chapter-013,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,2,老子 13.2,貴大患若身。,老子 13.2,"honour and great calamity, to be regarded as personal conditions (of the same kind)."
laozi-chapter-013__align-003,laozi,laozi-chapter-013,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,3,老子 13.3 - 老子 13.4,何謂寵辱若驚？寵為下，,老子 13.3 - 老子 13.4,What is meant by speaking thus of favour and disgrace? Disgrace is being in a low position (after the enjoyment of favour).
laozi-chapter-013__align-004,laozi,laozi-chapter-013,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,5,老子 13.5 - 老子 13.7,得之若驚，失之若驚，是謂寵辱若驚。,老子 13.5,"The getting that (favour) leads to the apprehension (of losing it), and the losing it leads to the fear of (still greater calamity) - this is what is meant by saying that favour and disgrace would seem equally to be feared."
laozi-chapter-013__align-005,laozi,laozi-chapter-013,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,1.0,8,老子 13.8 - 老子 13.10,何謂貴大患若身？吾所以有大患者，為吾有身，,老子 13.6 - 老子 13.7,And what is meant by saying that honour and great calamity are to be (similarly) regarded as personal conditions? What makes me liable to great calamity is my having the body (which I call myself);
laozi-chapter-013__align-006,laozi,laozi-chapter-013,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,11,老子 13.11 - 老子 13.12,及吾無身，吾有何患？,老子 13.8,"if I had not the body, what great calamity could come to me?"
laozi-chapter-013__align-007,laozi,laozi-chapter-013,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,1.0,13,老子 13.13 - 老子 13.16,故貴以身為天下，若可寄天下；愛以身為天下，若可託天下。,老子 13.9,"Therefore he who would administer the kingdom, honouring it as he honours his own person, may be employed to govern it, and he who would administer it with the love which he bears to his own person may be entrusted with it."
laozi-chapter-014__align-001,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,1.0,1,老子 14.1 - 老子 14.4,視之不見名曰夷，聽之不聞名曰希，搏之不得名曰微。此三者，,老子 14.1,"We look at it, and we do not see it, and we name it 'the Equable.' We listen to it, and we do not hear it, and we name it 'the Inaudible.' We try to grasp it, and do not get hold of it, and we name it 'the Subtle.' With these three qualities, it cannot be made the subject of description;"
laozi-chapter-014__align-002,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,5,老子 14.5 - 老子 14.6,不可致詰，故混而為一。,老子 14.2,and hence we blend them together and obtain The One.
laozi-chapter-014__align-003,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,7,老子 14.7 - 老子 14.8,其上不皦，其下不昧。,老子 14.3,"Its upper part is not bright, and its lower part is not obscure."
laozi-chapter-014__align-004,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,9,老子 14.9 - 老子 14.10,繩繩不可名，復歸於無物。,老子 14.4,"Ceaseless in its action, it yet cannot be named, and then it again returns and becomes nothing."
laozi-chapter-014__align-005,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,11,老子 14.11 - 老子 14.12,是謂無狀之狀，無物之象，,老子 14.5,"This is called the Form of the Formless, and the Semblance of the Invisible;"
laozi-chapter-014__align-006,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,13,老子 14.13,是謂惚恍。,老子 14.6,this is called the Fleeting and Indeterminable.
laozi-chapter-014__align-007,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 14.14,迎之不見其首，,老子 14.7,We meet it and do not see its Front;
laozi-chapter-014__align-008,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 14.15,隨之不見其後。,老子 14.8,"we follow it, and do not see its Back."
laozi-chapter-014__align-009,laozi,laozi-chapter-014,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,1.0,16,老子 14.16 - 老子 14.19,執古之道，以御今之有。能知古始，是謂道紀。,老子 14.9,"When we can lay hold of the Dao of old to direct the things of the present day, and are able to know it as it was of old in the beginning, this is called (unwinding) the clue of Dao."
laozi-chapter-015__align-001,laozi,laozi-chapter-015,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,1,老子 15.1 - 老子 15.3,古之善為士者，微妙玄通，深不可識。,老子 15.1,"The skilful masters (of the Dao) in old times, with a subtle and exquisite penetration, comprehended its mysteries, and were deep (also) so as to elude men's knowledge."
laozi-chapter-015__align-002,laozi,laozi-chapter-015,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,4,老子 15.4 - 老子 15.5,夫唯不可識，故強為之容。,老子 15.2,"As they were thus beyond men's knowledge, I will make an effort to describe of what sort they appeared to be."
laozi-chapter-015__align-003,laozi,laozi-chapter-015,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,6,老子 15.6,豫焉若冬涉川，,老子 15.3,Shrinking looked they like those who wade through a stream in winter;
