alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
lunyu__book-13-zilu__011__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,11,論語 13.11,子曰：「『善人爲邦百年，亦可以勝殘去殺矣。』誠哉是言也。」,Analects XI.11,"The Master said, ""'If good men were to govern a country in succession for a hundred years, they would be able to transform the violently bad, and dispense with capital punishments.' True indeed is this saying!""","The Master said, ""'If good men were to govern a country in succession for a hundred years, they would be able to transform the violently bad, and dispense with capital punishments.' True indeed is this saying!""",[]
lunyu__book-13-zilu__012__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,12,論語 13.12,子曰：「如有王者，必世而後仁。」,Analects XII.12,"The Master said, ""If a truly royal ruler were to arise, it would still require a generation, and then virtue would prevail.""","The Master said, ""If a truly royal ruler were to arise, it would still require a generation, and then virtue would prevail.""",[]
lunyu__book-13-zilu__013__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,13,論語 13.13,子曰：「苟正其身矣，於從政乎何有？不能正其身，如正人何？」,Analects XIII.13,"The Master said, ""If a minister make his own conduct correct, what difficulty will he have in assisting in government? If he cannot rectify himself, what has he to do with rectifying others?""","The Master said, ""If a minister make his own conduct correct, what difficulty will he have in assisting in government? If he cannot rectify himself, what has he to do with rectifying others?""",[]
lunyu__book-13-zilu__014__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,14,論語 13.14,冉子退朝，子曰：「何晏也？」對曰：「有政。」子曰：「其事也！如有政，雖不吾以，吾其與聞之！」,Analects XIV.14,"The disciple Zan returning from the court, the Master said to him, ""How are you so late?"" He replied, ""We had government business."" The Master said, ""It must have been family affairs. If there had been government business, though I am not now in office, I should have been consulted about it.""","The disciple Zan returning from the court, the Master said to him, ""How are you so late?"" He replied, ""We had government business."" The Master said, ""It must have been family affairs. If there had been government business, though I am not now in office, I should have been consulted about it.""",[]
lunyu__book-13-zilu__015__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,15,論語 13.15,定公問：「一言而可以興邦，有諸？」孔子對曰：「言不可以若是其幾也！人之言曰：『爲君難，爲臣不易』。如知爲君之難也，不幾乎一言而興邦乎？」曰：「一言而喪邦，有諸？」孔子對曰：「言不可以若是其幾也！人之言曰：『予無樂乎爲君，唯其言而莫予違也。』如其善而莫之違也，不亦善乎？如不善而莫之違也，不幾乎一言而喪邦乎？」,Analects XV.15,"The Duke Ting asked whether there was a single sentence which could make a country prosperous. Confucius replied, ""Such an effect cannot be expected from one sentence. ""There is a saying, however, which people have—'To be a prince is difficult; to be a minister is not easy.' ""If a ruler knows this,—the difficulty of being a prince,—may there not be expected from this one sentence the prosperity of his country?"" The duke then said, ""Is there a single sentence which can ruin a country?"" Confucius replied, ""Such an effect as that cannot be expected from one sentence. There is, however, the saying which people have—'I have no pleasure in being a prince, but only in that no one can offer any opposition to what I say!' ""If a ruler's words be good, is it not also good that no one oppose them? But if they are not good, and no one opposes them, may there not be expected from this one sentence the ruin of his country?""","The Duke Ting asked whether there was a single sentence which could make a country prosperous. Confucius replied, ""Such an effect cannot be expected from one sentence. ""There is a saying, however, which people have—'To be a prince is difficult; to be a minister is not easy.' ""If a ruler knows this,—the difficulty of being a prince,—may there not be expected from this one sentence the prosperity of his country?"" The duke then said, ""Is there a single sentence which can ruin a country?"" Confucius replied, ""Such an effect as that cannot be expected from one sentence. There is, however, the saying which people have—'I have no pleasure in being a prince, but only in that no one can offer any opposition to what I say!' ""If a ruler's words be good, is it not also good that no one oppose them? But if they are not good, and no one opposes them, may there not be expected from this one sentence the ruin of his country?""",[]
lunyu__book-13-zilu__016__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,16,論語 13.16,葉公問政。子曰：「近者說，遠者來。」,Analects XVI.16,"The Duke of Sheh asked about government. The Master said, ""Good government obtains, when those who are near are made happy, and those who are far off are attracted.""","The Duke of Sheh asked about government. The Master said, ""Good government obtains, when those who are near are made happy, and those who are far off are attracted.""",[]
lunyu__book-13-zilu__017__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,17,論語 13.17,子夏爲莒父宰，問政。子曰：「無欲速，無見小利。欲速，則不達；見小利，則大事不成。」,Analects XVII.17,"Tsze-hsia, being governor of Chu-fu, asked about government. The Master said, ""Do not be desirous to have things done quickly; do not look at small advantages. Desire to have things done quickly prevents their being done thoroughly. Looking at small advantages prevents great affairs from being accomplished.""","Tsze-hsia, being governor of Chu-fu, asked about government. The Master said, ""Do not be desirous to have things done quickly; do not look at small advantages. Desire to have things done quickly prevents their being done thoroughly. Looking at small advantages prevents great affairs from being accomplished.""",[]
lunyu__book-13-zilu__018__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,18,論語 13.18,葉公語孔子曰：「吾黨有直躬者，其父攘羊，而子證之。」孔子曰：「吾黨之直者異於是，父爲子隱，子爲父隱，直在其中矣。」,Analects XVIII.18,"The Duke of Sheh informed Confucius, saying, ""Among us here there are those who may be styled upright in their conduct. If their father have stolen a sheep, they will bear witness to the fact."" Confucius said, ""Among us, in our part of the country, those who are upright are different from this. The father conceals the misconduct of the son, and the son conceals the misconduct of the father. Uprightness is to be found in this.""","The Duke of Sheh informed Confucius, saying, ""Among us here there are those who may be styled upright in their conduct. If their father have stolen a sheep, they will bear witness to the fact."" Confucius said, ""Among us, in our part of the country, those who are upright are different from this. The father conceals the misconduct of the son, and the son conceals the misconduct of the father. Uprightness is to be found in this.""",[]
lunyu__book-13-zilu__019__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,19,論語 13.19,樊遲問仁。子曰：「居處恭，執事敬，與人忠。雖之夷狄，不可棄也。」,Analects XIX.19,"Fan Ch'ih asked about perfect virtue. The Master said, ""It is, in retirement, to be sedately grave; in the management of business, to be reverently attentive; in intercourse with others, to be strictly sincere. Though a man go among rude, uncultivated tribes, these qualities may not be neglected.""","Fan Ch'ih asked about perfect virtue. The Master said, ""It is, in retirement, to be sedately grave; in the management of business, to be reverently attentive; in intercourse with others, to be strictly sincere. Though a man go among rude, uncultivated tribes, these qualities may not be neglected.""",[]
lunyu__book-13-zilu__020__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,20,論語 13.20,子貢問曰：「何如斯可謂之『士』矣？」子曰：「行己有恥，使於四方，不辱君命；可謂『士』矣。」曰：「敢問其次。」曰：「宗族稱孝焉，鄉黨稱弟焉。」曰：「敢問其次。」曰：「言必信，行必果，硜硜然，小人哉，抑亦可以爲次矣。」曰：「今之從政者何如？」子曰：「噫！斗筲之人，何足算也！」,Analects XX.20,"Tsze-kung asked, saying, ""What qualities must a man possess to entitle him to be called an officer? The Master said, ""He who in his conduct of himself maintains a sense of shame, and when sent to any quarter will not disgrace his prince's commission, deserves to be called an officer."" Tsze-kung pursued, ""I venture to ask who may be placed in the next lower rank?"" And he was told, ""He whom the circle of his relatives pronounce to be filial, whom his fellow-villagers and neighbours pronounce to be fraternal."" Again the disciple asked, ""I venture to ask about the class still next in order."" The Master said, ""They are determined to be sincere in what they say, and to carry out what they do. They are obstinate little men. Yet perhaps they may make the next class."" Tsze-kung finally inquired, ""Of what sort are those of the present day, who engage in government?"" The Master said ""Pooh! they are so many pecks and hampers, not worth being taken into account.""","Tsze-kung asked, saying, ""What qualities must a man possess to entitle him to be called an officer? The Master said, ""He who in his conduct of himself maintains a sense of shame, and when sent to any quarter will not disgrace his prince's commission, deserves to be called an officer."" Tsze-kung pursued, ""I venture to ask who may be placed in the next lower rank?"" And he was told, ""He whom the circle of his relatives pronounce to be filial, whom his fellow-villagers and neighbours pronounce to be fraternal."" Again the disciple asked, ""I venture to ask about the class still next in order."" The Master said, ""They are determined to be sincere in what they say, and to carry out what they do. They are obstinate little men. Yet perhaps they may make the next class."" Tsze-kung finally inquired, ""Of what sort are those of the present day, who engage in government?"" The Master said ""Pooh! they are so many pecks and hampers, not worth being taken into account.""",[]
lunyu__book-13-zilu__021__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,21,論語 13.21,子曰：「不得中行而與之，必也狂狷乎：狂者進取，狷者有所不爲也。」,Analects XXI.21,"The Master said, ""Since I cannot get men pursuing the due medium, to whom I might communicate my instructions, I must find the ardent and the cautiously-decided. The ardent will advance and lay hold of truth; the cautiously-decided will keep themselves from what is wrong.""","The Master said, ""Since I cannot get men pursuing the due medium, to whom I might communicate my instructions, I must find the ardent and the cautiously-decided. The ardent will advance and lay hold of truth; the cautiously-decided will keep themselves from what is wrong.""",[]
lunyu__book-13-zilu__022__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,22,論語 13.22,子曰：「南人有言曰：『人而無恆，不可以作巫醫』。「善夫！『不恆其德，或承之羞』」子曰：「不占而已矣。」,Analects XXII.22,"The Master said, ""The people of the south have a saying—'A man without constancy cannot be either a wizard or a doctor.' Good! ""Inconstant in his virtue, he will be visited with disgrace."" The Master said, ""This arises simply from not attending to the prognostication.""","The Master said, ""The people of the south have a saying—'A man without constancy cannot be either a wizard or a doctor.' Good! ""Inconstant in his virtue, he will be visited with disgrace."" The Master said, ""This arises simply from not attending to the prognostication.""",[]
lunyu__book-13-zilu__023__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,23,論語 13.23,子曰：「君子和而不同，小人同而不和。」,Analects XXIII.23,"The Master said, ""The superior man is affable, but not adulatory; the mean man is adulatory, but not affable.""","The Master said, ""The superior man is affable, but not adulatory; the mean man is adulatory, but not affable.""",[]
lunyu__book-13-zilu__024__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,24,論語 13.24,子貢問曰：「鄉人皆好之，何如？」子曰：「未可也。」「鄉人皆惡之，何如？」子曰：「未可也。不如鄉人之善者好之，其不善者惡之。」,Analects XXIV.24,"Tsze-kung asked, saying, ""What do you say of a man who is loved by all the people of his neighborhood?"" The Master replied, ""We may not for that accord our approval of him."" ""And what do you say of him who is hated by all the people of his neighborhood?"" The Master said, ""We may not for that conclude that he is bad. It is better than either of these cases that the good in the neighborhood love him, and the bad hate him.""","Tsze-kung asked, saying, ""What do you say of a man who is loved by all the people of his neighborhood?"" The Master replied, ""We may not for that accord our approval of him."" ""And what do you say of him who is hated by all the people of his neighborhood?"" The Master said, ""We may not for that conclude that he is bad. It is better than either of these cases that the good in the neighborhood love him, and the bad hate him.""",[]
lunyu__book-13-zilu__025__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,25,論語 13.25,子曰：「君子易事而難說也；說之不以道，不說也；及其使人也，器之。小人難事而易說也。說之雖不以道，說也；及其使人也，求備焉。」,Analects XXV.25,"The Master said, ""The superior man is easy to serve and difficult to please. If you try to please him in any way which is not accordant with right, he will not be pleased. But in his employment of men, he uses them according to their capacity. The mean man is difficult to serve, and easy to please. If you try to please him, though it be in a way which is not accordant with right, he may be pleased. But in his employment of men, he wishes them to be equal to everything.""","The Master said, ""The superior man is easy to serve and difficult to please. If you try to please him in any way which is not accordant with right, he will not be pleased. But in his employment of men, he uses them according to their capacity. The mean man is difficult to serve, and easy to please. If you try to please him, though it be in a way which is not accordant with right, he may be pleased. But in his employment of men, he wishes them to be equal to everything.""",[]
lunyu__book-13-zilu__026__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,26,論語 13.26,子曰：「君子泰而不驕；小人驕而不泰。」,Analects XXVI.26,"The Master said, ""The superior man has a dignified ease without pride. The mean man has pride without a dignified ease.""","The Master said, ""The superior man has a dignified ease without pride. The mean man has pride without a dignified ease.""",[]
lunyu__book-13-zilu__027__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,27,論語 13.27,子曰：「剛毅木訥，近仁。」,Analects XXVII.27,"The Master said, ""The firm, the enduring, the simple, and the modest are near to virtue.""","The Master said, ""The firm, the enduring, the simple, and the modest are near to virtue.""",[]
lunyu__book-13-zilu__028__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,28,論語 13.28,子路問曰：「何如斯可謂之『士』矣？」子曰：「切切偲偲、怡怡如也，可謂『士』矣。朋友切切偲偲，兄弟怡怡。」,Analects XXVIII.28,"Tsze-lu asked, saying, ""What qualities must a man possess to entitle him to be called a scholar?"" The Master said, ""He must be thus,—earnest, urgent, and bland:—among his friends, earnest and urgent; among his brethren, bland.""","Tsze-lu asked, saying, ""What qualities must a man possess to entitle him to be called a scholar?"" The Master said, ""He must be thus,—earnest, urgent, and bland:—among his friends, earnest and urgent; among his brethren, bland.""",[]
lunyu__book-13-zilu__029__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,29,論語 13.29,子曰：「善人教民七年，亦可以卽戎矣。」,Analects XXIX.29,"The Master said, ""Let a good man teach the people seven years, and they may then likewise be employed in war.""","The Master said, ""Let a good man teach the people seven years, and they may then likewise be employed in war.""",[]
lunyu__book-13-zilu__030__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-13-zilu,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,30,論語 13.30,子曰：「以不教民戰，是謂棄之。」,Analects XXX.30,"The Master said, ""To lead an uninstructed people to war, is to throw them away.""","The Master said, ""To lead an uninstructed people to war, is to throw them away.""",[]
