alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
mozi-009-exaltation-of-the-virtuous-ii__align-0011,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,27,9.27 - 9.30,旣曰若法，未知所以行之術，則事猶若未成，是以必爲置三本。何謂三本？曰：「爵位不高則民不敬也，蓄祿不厚則民不信也，政令不斷則民不畏也。,9.37 - 9.42,"When there were any excellences and virtues they were attributed to the emperor. Thus excellences and virtues belonged to the emperor while complaints and slanders were directed against the subordinates. Peace and joy abode with the king while worries and sorrows were lodged with the officials. This was how the ancient sage-kings administered the government. The present rulers, imitating the ancients, also want to employ the virtuous in government by exalting them. Ranks given them are very high, but the emoluments do not follow proportionally.","When there were any excellences and virtues they were attributed to the emperor. Thus excellences and virtues belonged to the emperor while complaints and slanders were directed against the subordinates. Peace and joy abode with the king while worries and sorrows were lodged with the officials. This was how the ancient sage-kings administered the government. The present rulers, imitating the ancients, also want to employ the virtuous in government by exalting them. Ranks given them are very high, but the emoluments do not follow proportionally.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0012,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,5,2,exact_or_near_exact,0.93,31,9.31 - 9.35,故古聖王高予之爵，重予之祿，任之以事，斷予之令。夫豈爲其臣賜哉？欲其事之成也。《詩》曰：「告女憂卹，誨女予爵。,9.43 - 9.44,"Now, ""Yon have your counsels; you employ caution; But the disorder grows and dismemberments ensue. I tell you the subjects of anxiety; I instruct you how to distinguish the orders of men.","Now, ""Yon have your counsels; you employ caution; But the disorder grows and dismemberments ensue. I tell you the subjects of anxiety; I instruct you how to distinguish the orders of men.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0013,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,38,9.38 - 9.40,古者聖王唯毋得賢人而使之，般爵以貴之，裂地以封之，終身不厭。賢人唯毋得明君而事之，竭四肢之力，以任君之事，終身不倦。若有美善，則歸之上，是以美善在上，而所怨謗在下，寧樂在君，憂戚在臣。,9.44 - 9.49,"I tell you the subjects of anxiety; I instruct you how to distinguish the orders of men. Who can hold anything hot? Must he not dip it (first) in water? You (and your advisers) will sink together in ruin.'"" to be high in rank but receive small emoluments will not inspire people’s confidence. The virtuous would say to themselves: This is not real love for me, but only to make use of me as a means."" Now, bow can people be affectionate to their superiors when they are only (treated as) means? Therefore an ancient king said; He who is too ambitious in government will not share his tasks with others.","I tell you the subjects of anxiety; I instruct you how to distinguish the orders of men. Who can hold anything hot? Must he not dip it (first) in water? You (and your advisers) will sink together in ruin.'"" to be high in rank but receive small emoluments will not inspire people’s confidence. The virtuous would say to themselves: This is not real love for me, but only to make use of me as a means."" Now, bow can people be affectionate to their superiors when they are only (treated as) means? Therefore an ancient king said; He who is too ambitious in government will not share his tasks with others.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0015,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,38,9.38 - 9.40,古者聖王唯毋得賢人而使之，般爵以貴之，裂地以封之，終身不厭。賢人唯毋得明君而事之，竭四肢之力，以任君之事，終身不倦。若有美善，則歸之上，是以美善在上，而所怨謗在下，寧樂在君，憂戚在臣。,9.48 - 9.53,"The virtuous would say to themselves: This is not real love for me, but only to make use of me as a means."" Now, bow can people be affectionate to their superiors when they are only (treated as) means? Therefore an ancient king said; He who is too ambitious in government will not share his tasks with others. He who over-treasures wealth will not offer big emoluments to others."" When tasks are not assigned and emoluments are not given, it may be asked wherefrom would the virtuous come to the side of the rulers? And when the virtuous are not at the side of the rulers, the vicious will be on their right and left. When the vicious are on the right and left, then commendations will not fall on the virtuous and punishments will not be upon the wicked. If the rulers follow these in governing the states, in the same way rewards will not go to the virtuous and punishment not to the wicked.","The virtuous would say to themselves: This is not real love for me, but only to make use of me as a means."" Now, bow can people be affectionate to their superiors when they are only (treated as) means? Therefore an ancient king said; He who is too ambitious in government will not share his tasks with others. He who over-treasures wealth will not offer big emoluments to others."" When tasks are not assigned and emoluments are not given, it may be asked wherefrom would the virtuous come to the side of the rulers? And when the virtuous are not at the side of the rulers, the vicious will be on their right and left. When the vicious are on the right and left, then commendations will not fall on the virtuous and punishments will not be upon the wicked. If the rulers follow these in governing the states, in the same way rewards will not go to the virtuous and punishment not to the wicked.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0014,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,41,9.41 - 9.43,故古者聖王之爲政若此。今王公大人亦欲效人以尚賢使能爲政，高予之爵，而祿不從也。夫高爵而無祿，民不信也。,9.50,"He who over-treasures wealth will not offer big emoluments to others."" When tasks are not assigned and emoluments are not given, it may be asked wherefrom would the virtuous come to the side of the rulers?","He who over-treasures wealth will not offer big emoluments to others."" When tasks are not assigned and emoluments are not given, it may be asked wherefrom would the virtuous come to the side of the rulers?",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0016,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,41,9.41 - 9.43,故古者聖王之爲政若此。今王公大人亦欲效人以尚賢使能爲政，高予之爵，而祿不從也。夫高爵而無祿，民不信也。,9.54,"When rewards really do not go to the virtuous and punishment not to the wicked, then the virtuous will find no encouragement, neither the wicked any obstruction.","When rewards really do not go to the virtuous and punishment not to the wicked, then the virtuous will find no encouragement, neither the wicked any obstruction.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0017,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,6,3,exact_or_near_exact,0.93,44,9.44 - 9.49,曰：「此非中實愛我也，假藉而用我也。」夫假藉之民，將豈能親其上哉？故先王言曰：「貪於政者，不能分人以事；厚於貨者，不能分人以祿。,9.55 - 9.57,"At home the vicious are not filial to their parents, and, having left their home town, they would not recognize their elders. They move about without restraint and disregard the rules of propriety about sexes. When trusted with the administration of the court, they would steal; when trusted to defend a city, they would raise an insurrection.","At home the vicious are not filial to their parents, and, having left their home town, they would not recognize their elders. They move about without restraint and disregard the rules of propriety about sexes. When trusted with the administration of the court, they would steal; when trusted to defend a city, they would raise an insurrection.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0018,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,54,9.54 - 9.56,王公大人尊此以爲政乎國家，則賞亦必不當賢，而罰亦必不當暴。若苟賞不當賢，而罰不當暴，則是爲賢者不勸，而爲暴者不沮矣。是以入則不慈孝父母，出則不長弟鄉里，居處無節，出入無度，男女無別。,9.56 - 9.61,"They move about without restraint and disregard the rules of propriety about sexes. When trusted with the administration of the court, they would steal; when trusted to defend a city, they would raise an insurrection. the lord meets with death, they would not follow him and commit suicide; when the lord has to flee the country, they would not accompany him in banishment. In judging lawsuits they are not just, and in dividing property they are partial. In planning they are not helpful, in execution they are inefficient. Neither in defence are they strong, nor in attack are they victorious.","They move about without restraint and disregard the rules of propriety about sexes. When trusted with the administration of the court, they would steal; when trusted to defend a city, they would raise an insurrection. the lord meets with death, they would not follow him and commit suicide; when the lord has to flee the country, they would not accompany him in banishment. In judging lawsuits they are not just, and in dividing property they are partial. In planning they are not helpful, in execution they are inefficient. Neither in defence are they strong, nor in attack are they victorious.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0020,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,54,9.54 - 9.56,王公大人尊此以爲政乎國家，則賞亦必不當賢，而罰亦必不當暴。若苟賞不當賢，而罰不當暴，則是爲賢者不勸，而爲暴者不沮矣。是以入則不慈孝父母，出則不長弟鄉里，居處無節，出入無度，男女無別。,9.60 - 9.65,"In planning they are not helpful, in execution they are inefficient. Neither in defence are they strong, nor in attack are they victorious. Now, the reason that the wicked kings of the Three Dynasties, namely, Chieh, Chow, Yu, and Li, misruled the country and upset their states was no other than this (employment of the vicious). Why is this so? Because they understood petty but were ignorant about things of importance. When the rulers cannot get a coat mad© they will employ able tailors.","In planning they are not helpful, in execution they are inefficient. Neither in defence are they strong, nor in attack are they victorious. Now, the reason that the wicked kings of the Three Dynasties, namely, Chieh, Chow, Yu, and Li, misruled the country and upset their states was no other than this (employment of the vicious). Why is this so? Because they understood petty but were ignorant about things of importance. When the rulers cannot get a coat mad© they will employ able tailors.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0019,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,2,6,exact_or_near_exact,0.93,57,9.57 - 9.58,使治官府則盜竊，守城則倍畔，君有難則不死，出亡則不從，使斷獄則不中，分財則不均，與謀事不得，舉事不成，入守不固，出誅不彊。故雖昔者三代暴王桀、紂、幽、厲之所以失措其國家，傾覆其社稷者，已此故也。,9.62 - 9.67,"Now, the reason that the wicked kings of the Three Dynasties, namely, Chieh, Chow, Yu, and Li, misruled the country and upset their states was no other than this (employment of the vicious). Why is this so? Because they understood petty but were ignorant about things of importance. When the rulers cannot get a coat mad© they will employ able tailors. When they cannot have an ox or a sheep killed will employ able butchers. In these two instances they do know they should exalt the virtuous and employ the capa for business.","Now, the reason that the wicked kings of the Three Dynasties, namely, Chieh, Chow, Yu, and Li, misruled the country and upset their states was no other than this (employment of the vicious). Why is this so? Because they understood petty but were ignorant about things of importance. When the rulers cannot get a coat mad© they will employ able tailors. When they cannot have an ox or a sheep killed will employ able butchers. In these two instances they do know they should exalt the virtuous and employ the capa for business.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0021,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,2,6,exact_or_near_exact,0.93,57,9.57 - 9.58,使治官府則盜竊，守城則倍畔，君有難則不死，出亡則不從，使斷獄則不中，分財則不均，與謀事不得，舉事不成，入守不固，出誅不彊。故雖昔者三代暴王桀、紂、幽、厲之所以失措其國家，傾覆其社稷者，已此故也。,9.66 - 9.71,"When they cannot have an ox or a sheep killed will employ able butchers. In these two instances they do know they should exalt the virtuous and employ the capa for business. But when it comes to the disorder of the country and danger of the state, they do not know they should exalt the virtuous and employ the capable for government. Rather, they would employ their relatives, they would employ rich without merit, and the good-looking. But as to the employment of the rich without merit and the good-looking — will these necessarily prove themselves wise and intelligent? To let these rule the country is to let the unwise and unin-telligent rule the country.","When they cannot have an ox or a sheep killed will employ able butchers. In these two instances they do know they should exalt the virtuous and employ the capa for business. But when it comes to the disorder of the country and danger of the state, they do not know they should exalt the virtuous and employ the capable for government. Rather, they would employ their relatives, they would employ rich without merit, and the good-looking. But as to the employment of the rich without merit and the good-looking — will these necessarily prove themselves wise and intelligent? To let these rule the country is to let the unwise and unin-telligent rule the country.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0022,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,2,6,exact_or_near_exact,0.93,63,9.63 - 9.64,故當若之二物者，王公大人未知以尚賢使能爲政也。逮至其國家之亂，社稷之危，則不知使能以治之，親戚則使之，無故富貴、面目佼好則使之。,9.70 - 9.75,"But as to the employment of the rich without merit and the good-looking — will these necessarily prove themselves wise and intelligent? To let these rule the country is to let the unwise and unin-telligent rule the country. And disorder can then be pre-dicted. Moreover, the rulers employ their minds by the attractiveness of their appearance, and show them favour without finding out their knowledge. As a result, are not capable to rule a hundred men are assigned to over a thousand, and those who are not capable to thousand are assigned to posts over ten thousand. What is Ciiieli is of Hsia, Chow of Shaixg, Yu and Li of Chou. the reason for this?","But as to the employment of the rich without merit and the good-looking — will these necessarily prove themselves wise and intelligent? To let these rule the country is to let the unwise and unin-telligent rule the country. And disorder can then be pre-dicted. Moreover, the rulers employ their minds by the attractiveness of their appearance, and show them favour without finding out their knowledge. As a result, are not capable to rule a hundred men are assigned to over a thousand, and those who are not capable to thousand are assigned to posts over ten thousand. What is Ciiieli is of Hsia, Chow of Shaixg, Yu and Li of Chou. the reason for this?",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0023,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,0.93,65,9.65 - 9.66,夫無故富貴、面目佼好則使之，豈必智且有慧哉？若使之治國家，則此使不智慧者治國家也。,9.76 - 9.77,"Why, such positions are high in rank and rich in emoluments. Therefore the specially favoured are picked for them.","Why, such positions are high in rank and rich in emoluments. Therefore the specially favoured are picked for them.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0024,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,6,4,exact_or_near_exact,0.93,67,9.67 - 9.72,國家之亂，旣可得而知己。且夫王公大人，有所愛其色而使之，其心不察其知，而與其愛。是故不能治百人者，使處乎千人之官。不能治千人者，使處乎萬人之官。此其故何也？曰：,9.78 - 9.81,"But to make those incapable of ruling a thousand men rule ten thousand is to increase their duty tenfold. The business of the government comes daily. It is to be attended to every day, yet the day cannot be lengthened by tenfold. To govern, again, requires knowledge.","But to make those incapable of ruling a thousand men rule ten thousand is to increase their duty tenfold. The business of the government comes daily. It is to be attended to every day, yet the day cannot be lengthened by tenfold. To govern, again, requires knowledge.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0026,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,6,4,exact_or_near_exact,0.93,67,9.67 - 9.72,國家之亂，旣可得而知己。且夫王公大人，有所愛其色而使之，其心不察其知，而與其愛。是故不能治百人者，使處乎千人之官。不能治千人者，使處乎萬人之官。此其故何也？曰：,9.82 - 9.85,"When knowledge is not increased by ten times, while a tenfold task is assigned, it will evidently result in attending to one and neglecting nine. Though the task be attended to day and night, still it cannot be well executed. And the reason for this is because the rulers do not understand that they should exalt the virtuous and employ the capable in government. Thus exaltation of the virtuous and employment of the capable with the consequent success in government is pre-sented above in the earlier paragraphs.","When knowledge is not increased by ten times, while a tenfold task is assigned, it will evidently result in attending to one and neglecting nine. Though the task be attended to day and night, still it cannot be well executed. And the reason for this is because the rulers do not understand that they should exalt the virtuous and employ the capable in government. Thus exaltation of the virtuous and employment of the capable with the consequent success in government is pre-sented above in the earlier paragraphs.",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0025,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,5,6,exact_or_near_exact,0.93,73,9.73 - 9.77,「若處官者，爵高而祿厚，故愛其色而使之焉。」夫不能治千人者，使處乎萬人之官，則此官什倍也。夫治之法將日至者也。日以治之，日不什修，知以治之，知不什益。而予官什倍，則此治一而棄其九矣。,9.82 - 9.87,"When knowledge is not increased by ten times, while a tenfold task is assigned, it will evidently result in attending to one and neglecting nine. Though the task be attended to day and night, still it cannot be well executed. And the reason for this is because the rulers do not understand that they should exalt the virtuous and employ the capable in government. Thus exaltation of the virtuous and employment of the capable with the consequent success in government is pre-sented above in the earlier paragraphs. And the depreciation of the virtuous with the resulting confusion in government is presented here in these paragraphs. If the rulers now want to govern their states so that they will be permanent and unshakeable, why do they not learn that exaltation of the virtuous is the foundation of government?","When knowledge is not increased by ten times, while a tenfold task is assigned, it will evidently result in attending to one and neglecting nine. Though the task be attended to day and night, still it cannot be well executed. And the reason for this is because the rulers do not understand that they should exalt the virtuous and employ the capable in government. Thus exaltation of the virtuous and employment of the capable with the consequent success in government is pre-sented above in the earlier paragraphs. And the depreciation of the virtuous with the resulting confusion in government is presented here in these paragraphs. If the rulers now want to govern their states so that they will be permanent and unshakeable, why do they not learn that exaltation of the virtuous is the foundation of government?",[]
mozi-009-exaltation-of-the-virtuous-ii__align-0027,mozi,mozi-009-exaltation-of-the-virtuous-ii,chapter,sentence,grouped,False,,5,6,exact_or_near_exact,0.93,73,9.73 - 9.77,「若處官者，爵高而祿厚，故愛其色而使之焉。」夫不能治千人者，使處乎萬人之官，則此官什倍也。夫治之法將日至者也。日以治之，日不什修，知以治之，知不什益。而予官什倍，則此治一而棄其九矣。,9.86 - 9.91,"And the depreciation of the virtuous with the resulting confusion in government is presented here in these paragraphs. If the rulers now want to govern their states so that they will be permanent and unshakeable, why do they not learn that exaltation of the virtuous is the foundation of government? Besides, is this principle merely a conception of Motse? It is the way of the sage-kings and the tenet of Chli Men a book of an ancient king. And, thus it is recorded: (He) sought out the wise men to protect and aid you/’ And thus But the Essay is not found in the present text of Shu Ohing, states the "" Oath of T’ang "": ""M then sought for the Great Sage, with whom I might unite my strength and mind to govern the empire."" All these show how the sage-kings never failed to exalt the virtuous and employ the capable in government. The sage-kings of old comprehended only this — to exalt the virtuous and employ the capable in government and nobody else; so the whole world was benefited.","And the depreciation of the virtuous with the resulting confusion in government is presented here in these paragraphs. If the rulers now want to govern their states so that they will be permanent and unshakeable, why do they not learn that exaltation of the virtuous is the foundation of government? Besides, is this principle merely a conception of Motse? It is the way of the sage-kings and the tenet of Chli Men a book of an ancient king. And, thus it is recorded: (He) sought out the wise men to protect and aid you/’ And thus But the Essay is not found in the present text of Shu Ohing, states the "" Oath of T’ang "": ""M then sought for the Great Sage, with whom I might unite my strength and mind to govern the empire."" All these show how the sage-kings never failed to exalt the virtuous and employ the capable in government. The sage-kings of old comprehended only this — to exalt the virtuous and employ the capable in government and nobody else; so the whole world was benefited.",[]
