alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
mozi-035-major-illustrations__align-0011,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,25,35.25,諸陳執既有所為，而我為之陳執，執之所為，因吾所為也；,35.12,If some have heard it and some have seen it I shall say there is fate.,If some have heard it and some have seen it I shall say there is fate.,[]
mozi-035-major-illustrations__align-0012,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,26,35.26 - 35.27,若陳執未有所為，而我為之陳執，陳執因吾所為也。暴人為我為天之以人非為是也，而性。,35.13,"If none has heard it, if none has seen it, I shall say there is no fate.","If none has heard it, if none has seen it, I shall say there is no fate.",[]
mozi-035-major-illustrations__align-0013,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,5,3,exact_or_near_exact,0.93,28,35.28 - 35.32,不可正而正之。利之中取大，非不得已也；害之中取小，不得已也。所未有而取焉，是利之中取大也；於所既有而棄焉，是害之中取小也。,35.14 - 35.16,"Why not then let us inquire into the sense testimony of the people? From antiquity to the present, since the beginning of man, has any seen such a thing as fate, or has heard the sound of fate? Of course, there is none.","Why not then let us inquire into the sense testimony of the people? From antiquity to the present, since the beginning of man, has any seen such a thing as fate, or has heard the sound of fate? Of course, there is none.",[]
mozi-035-major-illustrations__align-0014,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,6,3,exact_or_near_exact,0.93,33,35.33 - 35.38,義可厚，厚之；義可薄，薄之，謂倫列。德行、君上、老長、親戚，此皆所厚也。為長厚，不為幼薄。親厚，厚。親薄，薄。,35.17 - 35.19,"If the common people are considered stupid and their senses of hearing and sight unreliable, then why not inquire into til© recorded statements of the feudal lords? But from antiquity to the present, since the beginning of m has any of them heard the sound of fate or seen such a thing as fate? Of course, none of them has.","If the common people are considered stupid and their senses of hearing and sight unreliable, then why not inquire into til© recorded statements of the feudal lords? But from antiquity to the present, since the beginning of m has any of them heard the sound of fate or seen such a thing as fate? Of course, none of them has.",[]
mozi-035-major-illustrations__align-0015,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,6,2,exact_or_near_exact,0.93,39,35.39 - 35.44,親至，薄不至。義，厚親不稱行而顧行。為天下厚禹，為禹厚也。為天下愛禹，乃為禹之愛人也。厚禹之加於天下，而厚禹不加於天下。若惡盜之為加於天下，而惡盜不加於天下。,35.20 - 35.21,"Again, why not let us inquire into the deeds of the sage-kings? The ancient kings promoted the filial sons and encouraged them to continue to serve their parents, and respected the virtuous and gentle and encouraged them to continue to do good.","Again, why not let us inquire into the deeds of the sage-kings? The ancient kings promoted the filial sons and encouraged them to continue to serve their parents, and respected the virtuous and gentle and encouraged them to continue to do good.",[]
mozi-035-major-illustrations__align-0016,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,45,35.45 - 35.48,愛人不外己，己在所愛之中。己在所愛，愛加於己。倫列之愛己，愛人也。聖人惡疾病，不惡危難。,35.22,"They published their orders to instruct (the people), and made reward and pmiishment fair to encourage (the good) and obstruct (the evil).","They published their orders to instruct (the people), and made reward and pmiishment fair to encourage (the good) and obstruct (the evil).",[]
mozi-035-major-illustrations__align-0017,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,49,35.49 - 35.50,正體不動，欲人之利也，非惡人之害也。聖人不為其室，臧之故，在於臧。,35.23,In this way confusion could be reduced to order and danger could be converted to peace.,In this way confusion could be reduced to order and danger could be converted to peace.,[]
mozi-035-major-illustrations__align-0018,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,51,35.51 - 35.55,聖人不得為子之事。聖人之法，死亡親，為天下也。厚親，分也，以死亡之，體渴興利。有厚薄而毋倫列，之興利為己。語經：,35.24,"If anyone doubts this, let us recall; In ancient times the confusion of Chieh was reduced to order by T’ang, and that of Chow by King Wu.","If anyone doubts this, let us recall; In ancient times the confusion of Chieh was reduced to order by T’ang, and that of Chow by King Wu.",[]
mozi-035-major-illustrations__align-0019,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,56,35.56 - 35.57,語經也，非白馬焉，執駒焉說求之，無說非也。殺犬之無大，非也。,35.25,"Now, the times did not change and the people did not alter.","Now, the times did not change and the people did not alter.",[]
mozi-035-major-illustrations__align-0020,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,58,35.58 - 35.59,三物必具，然後足以生。臧之愛己，非為愛己之人也。,35.26,Yet when the superior changed a regime the subordinates modified their conduct.,Yet when the superior changed a regime the subordinates modified their conduct.,[]
mozi-035-major-illustrations__align-0021,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,60,35.60 - 35.63,厚不外己。愛無厚薄，譽己，非賢也。義，利，不義，害。志功為辯。,35.27,"Under T’ang and Wu it was orderly, but under Chieh and Chow it was disorderly.","Under T’ang and Wu it was orderly, but under Chieh and Chow it was disorderly.",[]
mozi-035-major-illustrations__align-0022,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,6,3,exact_or_near_exact,0.93,64,35.64 - 35.69,有友於秦馬，有友於馬，也智來者之馬也。愛眾世與愛寡世相若。兼愛之有相若。愛尚世與愛後世，一若今之世人也。鬼，非人也，兄之鬼，兄也。天下之利驩。,35.28 - 35.30,"Hence peace and danger, order and disorder, all depend on the government of the superior. How can it be said everything is according to fate? So, assertions about there being fate are quite false.","Hence peace and danger, order and disorder, all depend on the government of the superior. How can it be said everything is according to fate? So, assertions about there being fate are quite false.",[]
mozi-035-major-illustrations__align-0023,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,70,35.70 - 35.72,聖人有愛而無利，俔日之言也，乃客之言也。天下無人，子墨子之言也。猶在。,35.31,The fatalists tell us: This doctrine has not been invented by us in a late generation.,The fatalists tell us: This doctrine has not been invented by us in a late generation.,[]
mozi-035-major-illustrations__align-0024,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,73,35.73 - 35.75,不得已而欲之，非欲之也，專殺臧。非殺臧也。專殺盜，非殺盜也。,35.32,Such a doctrine has appeared and been handed down since the Three Dynasties.,Such a doctrine has appeared and been handed down since the Three Dynasties.,[]
mozi-035-major-illustrations__align-0025,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,6,4,exact_or_near_exact,0.93,76,35.76 - 35.81,小圜之圜，與大圜之圜同。不至尺之不至也，與不至千里之不至不異，其不至同者，遠近之謂也。是璜也，是玉也。意楹，非意木也，意是楹之木也。意指之人也，非意人也。意獲也，乃意禽也。,35.33 - 35.36,"Why do you, sir, now oppose it? "" (In answer,) Motse asked: Was it from the sages and good men of the Three Dynasties or from the wicked and the vicious of the Three Dynasties that the fatalistic doctrine came? How can we find this out? In the beginning secretaries and ministers were careful in speecli and intelligent in conduct.","Why do you, sir, now oppose it? "" (In answer,) Motse asked: Was it from the sages and good men of the Three Dynasties or from the wicked and the vicious of the Three Dynasties that the fatalistic doctrine came? How can we find this out? In the beginning secretaries and ministers were careful in speecli and intelligent in conduct.",[]
mozi-035-major-illustrations__align-0026,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,82,35.82 - 35.83,志功，不可以相從也。凡譽愛人，利人也，為其人也。,35.37,They could persuade their ruler above and instruct the people below.,They could persuade their ruler above and instruct the people below.,[]
mozi-035-major-illustrations__align-0027,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,5,2,exact_or_near_exact,0.93,84,35.84 - 35.88,富人，非為其人也。有為也以富人。富人也，治人有為鬼焉。為賞譽利一人，非為賞譽利人也。亦不至無賞譽於人。,35.38 - 35.39,Thus they obtained reward from their ruler and applause from the people. And the fame of those secretaries and ministers has come down to the present day.,Thus they obtained reward from their ruler and applause from the people. And the fame of those secretaries and ministers has come down to the present day.,[]
mozi-035-major-illustrations__align-0028,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,89,35.89 - 35.94,智親之一利，未為孝也，亦不至於智不為己之利於親也。智是世之有盜也，盡愛是世。智是室之有盜也，不盡惡是室也。智其一人之盜也，不盡是二人。雖其一人之盜，苟不智其所在，盡惡其朋也。諸聖人所先為，人效名實。,35.40,"The whole world remarks: "" This is the result of endeavour."" And it will never say; I see fate there."" On the other hand, the wicked kings of the Three Dynasties did not control the lust of their ears and eyes and did not restrain the passions of their heart.","The whole world remarks: "" This is the result of endeavour."" And it will never say; I see fate there."" On the other hand, the wicked kings of the Three Dynasties did not control the lust of their ears and eyes and did not restrain the passions of their heart.",[]
mozi-035-major-illustrations__align-0029,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,0.93,95,35.95 - 35.97,實不必名。苟是石也白，敗是石也，盡與白同。是石也唯大，不與大同，是有使謂焉也。,35.41 - 35.42,"When they went out they indulged in racing, hunting, and trapping. When they stayed indoors they revelled in wine and music.","When they went out they indulged in racing, hunting, and trapping. When they stayed indoors they revelled in wine and music.",[]
mozi-035-major-illustrations__align-0030,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,98,35.98 - 35.99,以形貌命者，必智是之某也，焉智某也。不可以形貌命者，唯不智是之某也，智某可也。,35.43,"They did not attend to the government of the country and of the people, but they did much that was of no use.","They did not attend to the government of the country and of the people, but they did much that was of no use.",[]
mozi-035-major-illustrations__align-0031,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,100,35.100,諸以居運命者，苟入於其中者，皆是也，去之，因非也。,35.44,"They oppressed the people, causing the subordinates not to love their superior.","They oppressed the people, causing the subordinates not to love their superior.",[]
mozi-035-major-illustrations__align-0032,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,101,35.101 - 35.102,諸以居運命者，若鄉里齊、荊者，皆是。諸以形貌命者，若山丘室廟者，皆是也。,35.45,"Hence the country became empty and without any future, and they themselves were in punishment and disaster.","Hence the country became empty and without any future, and they themselves were in punishment and disaster.",[]
