alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
mozi-015-universal-love-ii__align-0011,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,38,15.38 - 15.40,是以仁者譽之。然而今天下之士君子曰：然！,15.33,"Yet when the superior encourages them, the multitude can do them.","Yet when the superior encourages them, the multitude can do them.",[]
mozi-015-universal-love-ii__align-0012,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,41,15.41 - 15.43,乃若兼則善矣。雖然，天下之難物於故也。子墨子言曰：,15.34,"Besides, universal love and mutual aid is quite different from these.","Besides, universal love and mutual aid is quite different from these.",[]
mozi-015-universal-love-ii__align-0013,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,5,4,exact_or_near_exact,0.93,43,15.43 - 15.47,子墨子言曰：天下之士君子，特不識其利、辯其故也。今若夫攻城野戰，殺身爲名，此天下百姓之所皆難也。苟君說之，則士衆能爲之。況於兼相愛、交相利，則與此異！,15.35 - 15.38,"Whoever loves others is loved by others; who-ever benefits others is benefited by others; whoever hates others is hated by others; whoever injures others is injured by others. Then, what difficulty is there with it (universal love)? Only, the ruler fails to embody it in his government and the ordinary man in his conduct. Formerly, Lord Wen of the state of Chin (about 630 b.c.) liked the uncouth uniform of the soldier.","Whoever loves others is loved by others; who-ever benefits others is benefited by others; whoever hates others is hated by others; whoever injures others is injured by others. Then, what difficulty is there with it (universal love)? Only, the ruler fails to embody it in his government and the ordinary man in his conduct. Formerly, Lord Wen of the state of Chin (about 630 b.c.) liked the uncouth uniform of the soldier.",[]
mozi-015-universal-love-ii__align-0014,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,48,15.48 - 15.51,夫愛人者，人必從而愛之。利人者，人必從而利之。惡人者，人必從而惡之。害人者，人必從而害之。,15.39,"And so all his ministers and officers wore sheepskin jackets, carried their swords in leather girdles, and put on silk-spun hats.","And so all his ministers and officers wore sheepskin jackets, carried their swords in leather girdles, and put on silk-spun hats.",[]
mozi-015-universal-love-ii__align-0015,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,3,5,exact_or_near_exact,0.93,52,15.52 - 15.54,此何難之有？特上弗以爲政、士不以爲行故也。昔者晉文公好士之惡衣，故文公之臣皆牂羊之裘，韋以帶劍，練帛之冠，入以見於君，出以踐於朝。,15.40 - 15.44,"Thus attired, they attended the Lord when they went in and paced the court when they stayed out. What was the reason for this? It was that what the ruler encourages the ruled will carry out. And Lord Ling of the state of Ch’u (about officers limited themselves to a single meal (a day). They tied their belts after exhaling, and could not stand np without leaning against the wall.","Thus attired, they attended the Lord when they went in and paced the court when they stayed out. What was the reason for this? It was that what the ruler encourages the ruled will carry out. And Lord Ling of the state of Ch’u (about officers limited themselves to a single meal (a day). They tied their belts after exhaling, and could not stand np without leaning against the wall.",[]
mozi-015-universal-love-ii__align-0016,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,55,15.55 - 15.56,是其故何也？君說之，故臣爲之也。,15.45,Within a year the court looked grim and dark.,Within a year the court looked grim and dark.,[]
mozi-015-universal-love-ii__align-0017,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,57,15.57 - 15.60,昔者楚靈王好士細要，故靈王之臣皆以一飯爲節，脇息然後帶，扶牆然後起。比期年，朝有黧黑之色。是其故何也？君說之，故臣能之也。,15.46 - 15.51,"What was the reason for this I It was that what the ruler encourages the ruled will carry out. Again, Lord Kou Chien of the state of Yiieh (about 480 b.o.) liked the warrior’s courage, and trained his subjects accordingly. He had his palace boat set on fire. To test his soldiers he proclaimed that all the treasures of the state were contained therein. And he beat the drum himself to urge them on. Hearing the dram the soldiers rushed on in disorder.","What was the reason for this I It was that what the ruler encourages the ruled will carry out. Again, Lord Kou Chien of the state of Yiieh (about 480 b.o.) liked the warrior’s courage, and trained his subjects accordingly. He had his palace boat set on fire. To test his soldiers he proclaimed that all the treasures of the state were contained therein. And he beat the drum himself to urge them on. Hearing the dram the soldiers rushed on in disorder.",[]
mozi-015-universal-love-ii__align-0018,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,61,15.61 - 15.63,昔越王句踐好士之勇，教馴其臣，和合之，焚舟失火，試其士曰：「越國之寶盡在此！」越王親自鼓其士而進之，土聞鼓音，破碎亂行，蹈火而死者，左右百人有餘，越王擊金而退之。,15.52 - 15.57,"More than a hundred strong perished in the flames. Thereupon the Lord beat the gong to let them retreat. Therefore Motse said: Now, things like scantily died coarse clothing and the achievement of a name at the cost of death are those in which people find difficulty. Yet when the ruler encourages them the multitude can stand them. Besides, universal love and mutual aid are different from these. Who-ever loves others is loved by others; whoever benefits others is benefited by others; whoever hates others is hated by others; whoever injures others is injured by others.","More than a hundred strong perished in the flames. Thereupon the Lord beat the gong to let them retreat. Therefore Motse said: Now, things like scantily died coarse clothing and the achievement of a name at the cost of death are those in which people find difficulty. Yet when the ruler encourages them the multitude can stand them. Besides, universal love and mutual aid are different from these. Who-ever loves others is loved by others; whoever benefits others is benefited by others; whoever hates others is hated by others; whoever injures others is injured by others.",[]
mozi-015-universal-love-ii__align-0019,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,6,5,exact_or_near_exact,0.93,64,15.64 - 15.69,是其故何也？君說之，故臣爲之也。是故子墨子言曰：乃若夫少食惡衣，殺身而爲名，此天下百姓之所皆難也。若苟君說之，則衆能爲之。況兼相愛、交相利，與此異矣！,15.58 - 15.62,"Then what difficulty is there with it (universal love)? Only, the ruler fails to embody it in his government and the ordinary man in his conduct. Nevertheless, the gentlemen in the empire think that, though it would be an excellent thing if love can be universalized, it is something quite impracticable. It is like carrying Mt. T’ai and leaping over the Chi River.","Then what difficulty is there with it (universal love)? Only, the ruler fails to embody it in his government and the ordinary man in his conduct. Nevertheless, the gentlemen in the empire think that, though it would be an excellent thing if love can be universalized, it is something quite impracticable. It is like carrying Mt. T’ai and leaping over the Chi River.",[]
mozi-015-universal-love-ii__align-0020,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,70,15.70,夫愛人者，人亦從而愛之。,15.63,Motse said: The illustration is a faulty one.,Motse said: The illustration is a faulty one.,[]
mozi-015-universal-love-ii__align-0021,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,71,15.71 - 15.72,利人者，人亦從而利之。惡人者，人亦從而惡之。,15.64,Of course to be able to carry Mt.,Of course to be able to carry Mt.,[]
mozi-015-universal-love-ii__align-0022,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,6,3,exact_or_near_exact,0.93,72,15.72 - 15.77,惡人者，人亦從而惡之。害人者，人亦從而害之。此何難之有焉？特士不以爲政而士不以爲行故也。然而今天下之士君子曰：然！,15.65 - 15.67,T’ai and leap over the CM River would be an extreme feat of strength. Such has never been performed from antiquity to the present time. But universal love and mutual aid are quite different from this.,T’ai and leap over the CM River would be an extreme feat of strength. Such has never been performed from antiquity to the present time. But universal love and mutual aid are quite different from this.,[]
mozi-015-universal-love-ii__align-0023,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,76,15.76 - 15.78,然而今天下之士君子曰：然！乃若兼則善矣。,15.66,Such has never been performed from antiquity to the present time.,Such has never been performed from antiquity to the present time.,[]
mozi-015-universal-love-ii__align-0024,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,6,3,exact_or_near_exact,0.93,80,15.80 - 15.85,譬若挈太山、越河濟也。子墨子言：是非其譬也。夫挈太山而越河濟，可謂畢劫有力矣。自古及今，未有能行之者也。況乎兼相愛、交相利，則與此異，古者聖王行之。,15.69 - 15.71,"How do we know they did? When Yii was working to bring the Deluge under control, he dug the West River and the Yu Ton River in the west in order to let off the water from the Ch'ii, Sun, and Huang Rivers. In the north he built a dam across the Yuan and Ku Rivers in order to fill the Hou Chih Ti (a basin) and the Hu Ch'ih River.","How do we know they did? When Yii was working to bring the Deluge under control, he dug the West River and the Yu Ton River in the west in order to let off the water from the Ch'ii, Sun, and Huang Rivers. In the north he built a dam across the Yuan and Ku Rivers in order to fill the Hou Chih Ti (a basin) and the Hu Ch'ih River.",[]
mozi-015-universal-love-ii__align-0025,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,5,3,exact_or_near_exact,0.93,81,15.81 - 15.85,子墨子言：是非其譬也。夫挈太山而越河濟，可謂畢劫有力矣。自古及今，未有能行之者也。況乎兼相愛、交相利，則與此異，古者聖王行之。,15.68 - 15.70,"And the ancient sage-kings did practise it. How do we know they did? When Yii was working to bring the Deluge under control, he dug the West River and the Yu Ton River in the west in order to let off the water from the Ch'ii, Sun, and Huang Rivers.","And the ancient sage-kings did practise it. How do we know they did? When Yii was working to bring the Deluge under control, he dug the West River and the Yu Ton River in the west in order to let off the water from the Ch'ii, Sun, and Huang Rivers.",[]
mozi-015-universal-love-ii__align-0026,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,4,5,exact_or_near_exact,0.93,86,15.86 - 15.89,何以知其然？古者禹治天下，西爲西河漁竇，以洩渠孫皇之水。北爲防原泒，注后之邸、嘑池之竇，洒爲底柱，鑿爲龍門，以利燕代胡貉與西河之民。東方漏之陸，防孟諸之澤，灑爲九澮，以楗東土之水，以利冀州之民。,15.71 - 15.75,"In the north he built a dam across the Yuan and Ku Rivers in order to fill the Hou Chih Ti (a basin) and the Hu Ch'ih River. Ti Chu was made use of as a water divide, and a tunnel was dug through Mt, Lung Men. All these were done to benefit the peoples west of the (Yellow) River and various barbarian tribes, Yen, Tai, Hu, Ho, of the north. In the east he drained the great Plain and built dykes along the Meng Ghu River. The water-course was divided into nine canals in order to regulate the water in the east and in order to benefit the people of the District of Chi.","In the north he built a dam across the Yuan and Ku Rivers in order to fill the Hou Chih Ti (a basin) and the Hu Ch'ih River. Ti Chu was made use of as a water divide, and a tunnel was dug through Mt, Lung Men. All these were done to benefit the peoples west of the (Yellow) River and various barbarian tribes, Yen, Tai, Hu, Ho, of the north. In the east he drained the great Plain and built dykes along the Meng Ghu River. The water-course was divided into nine canals in order to regulate the water in the east and in order to benefit the people of the District of Chi.",[]
mozi-015-universal-love-ii__align-0027,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,91,15.91 - 15.92,此言禹之事，吾今行兼矣。昔者文王之治西土，若日若月，乍光於四方，于西土。,15.78,"This was done in order to benefit the peoples of Ching, Ch’u, Kan, Yiieh, and the barbarians of the south.","This was done in order to benefit the peoples of Ching, Ch’u, Kan, Yiieh, and the barbarians of the south.",[]
mozi-015-universal-love-ii__align-0028,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,0.93,93,15.93,不爲大國侮小國，不爲衆庶侮鰥寡，不爲暴勢奪穡人黍稷狗彘。,15.79 - 15.80,"All these are the deeds of Yii. We can, then, universalize love in conduct.","All these are the deeds of Yii. We can, then, universalize love in conduct.",[]
mozi-015-universal-love-ii__align-0029,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,0.93,94,15.94 - 15.97,天屑臨文王慈，是以老而無子者，有所得終其壽。連獨無兄弟者，有所雜於生人之間。少失其父母者，有所放依而長。此文王之事，則吾今行兼矣。,15.81 - 15.82,"When King Wen was ruling the Western land, he shone forth like the sun and the moon all over the four quarters as well as in the Western land. He did not allow the big state to oppress the small state, he did not allow the multitude to oppress the single-handed, he did not allow the influential and strong to take away the grain and liye stock from the farmers.","When King Wen was ruling the Western land, he shone forth like the sun and the moon all over the four quarters as well as in the Western land. He did not allow the big state to oppress the small state, he did not allow the multitude to oppress the single-handed, he did not allow the influential and strong to take away the grain and liye stock from the farmers.",[]
mozi-015-universal-love-ii__align-0030,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,0.93,94,15.94 - 15.97,天屑臨文王慈，是以老而無子者，有所得終其壽。連獨無兄弟者，有所雜於生人之間。少失其父母者，有所放依而長。此文王之事，則吾今行兼矣。,15.81 - 15.82,"When King Wen was ruling the Western land, he shone forth like the sun and the moon all over the four quarters as well as in the Western land. He did not allow the big state to oppress the small state, he did not allow the multitude to oppress the single-handed, he did not allow the influential and strong to take away the grain and liye stock from the farmers.","When King Wen was ruling the Western land, he shone forth like the sun and the moon all over the four quarters as well as in the Western land. He did not allow the big state to oppress the small state, he did not allow the multitude to oppress the single-handed, he did not allow the influential and strong to take away the grain and liye stock from the farmers.",[]
mozi-015-universal-love-ii__align-0031,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,5,6,exact_or_near_exact,0.93,99,15.99 - 15.103,傳曰：「泰山，有道曾孫周王有事。大事旣獲，仁人尚作，以祗商夏、蠻夷醜貉。雖有周親，不若仁人萬方有罪，維予一人。」此言武王之事，吾今行兼矣。,15.84 - 15.89,"And, therefore, the old and childless had the wherewithal to spend their old age, the solitary and brotherless had the opportunity to join in the social life of men, and the orphans had the support for their growth. This was what King Wen had accomplished. We can, then, universalize love in conduct. When King Wu was about to do service to Mt. T’ai it was recorded thus: Blessed is Mt. Duke of Chou by a long descent is about to perform his duty.","And, therefore, the old and childless had the wherewithal to spend their old age, the solitary and brotherless had the opportunity to join in the social life of men, and the orphans had the support for their growth. This was what King Wen had accomplished. We can, then, universalize love in conduct. When King Wu was about to do service to Mt. T’ai it was recorded thus: Blessed is Mt. Duke of Chou by a long descent is about to perform his duty.",[]
mozi-015-universal-love-ii__align-0032,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,5,6,exact_or_near_exact,0.93,99,15.99 - 15.103,傳曰：「泰山，有道曾孫周王有事。大事旣獲，仁人尚作，以祗商夏、蠻夷醜貉。雖有周親，不若仁人萬方有罪，維予一人。」此言武王之事，吾今行兼矣。,15.84 - 15.89,"And, therefore, the old and childless had the wherewithal to spend their old age, the solitary and brotherless had the opportunity to join in the social life of men, and the orphans had the support for their growth. This was what King Wen had accomplished. We can, then, universalize love in conduct. When King Wu was about to do service to Mt. T’ai it was recorded thus: Blessed is Mt. Duke of Chou by a long descent is about to perform his duty.","And, therefore, the old and childless had the wherewithal to spend their old age, the solitary and brotherless had the opportunity to join in the social life of men, and the orphans had the support for their growth. This was what King Wen had accomplished. We can, then, universalize love in conduct. When King Wu was about to do service to Mt. T’ai it was recorded thus: Blessed is Mt. Duke of Chou by a long descent is about to perform his duty.",[]
mozi-015-universal-love-ii__align-0033,mozi,mozi-015-universal-love-ii,chapter,sentence,grouped,False,,2,6,exact_or_near_exact,0.93,104,15.104 - 15.105,是故子墨子言曰：今天下之士君子，忠實欲天下之富而惡其貧，欲天下之治而惡其亂，當兼相愛、交相利，此聖王之法，天下之治道也，不可不務爲也。,15.90 - 15.95,"As I have obtained the approval of Heaven, the magnanimous arise to save the people of Shang Hsia as well as the barbarians (from the tyranny of Emperor Chow). Though (Emperor Chow) has many near relatives, they cannot compare with the magnanimous. If there is sin anywhere, I am solely responsible."" 2 This relates the deeds of King Wu. We can, then, universalize love in conduct. Therefore Motse said: If the rulers sincerely desire the empire to be wealthy and dislike to have it poor, desire to have it orderly and dislike to have it chaotic, they should bring about universal love and mutual aid. This is the way of the sage-kings and the way to order for the world, and it should not be neglected.","As I have obtained the approval of Heaven, the magnanimous arise to save the people of Shang Hsia as well as the barbarians (from the tyranny of Emperor Chow). Though (Emperor Chow) has many near relatives, they cannot compare with the magnanimous. If there is sin anywhere, I am solely responsible."" 2 This relates the deeds of King Wu. We can, then, universalize love in conduct. Therefore Motse said: If the rulers sincerely desire the empire to be wealthy and dislike to have it poor, desire to have it orderly and dislike to have it chaotic, they should bring about universal love and mutual aid. This is the way of the sage-kings and the way to order for the world, and it should not be neglected.",[]
