alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
mozi-034-exposition-of-canon-ii__align-0011,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,45,34.45 - 34.47,俱：俱一，若牛馬、四足；惟是，當牛馬。,34.14,Therefore there must be three tests.
mozi-034-exposition-of-canon-ii__align-0012,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,0.93,48,34.48 - 34.50,數牛、數馬則牛馬二，數牛馬則牛馬一。若數指，指五而五一。長宇徙而有處，宇。,34.15 - 34.16,"What are the three tests? Motse said: Its basis, its verifiability, and its applicability."
mozi-034-exposition-of-canon-ii__align-0013,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,0.93,51,34.51 - 34.54,宇，南北在旦有在莫，宇徙久。無堅得白，必相盈也。在堯善治，自今在諸古也。自古在之今，則堯不能治也。,34.17 - 34.18,How is it to be based? It should be based on the deeds of the ancient sage-kings.
mozi-034-exposition-of-canon-ii__align-0014,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,2,exact_or_near_exact,0.93,55,34.55 - 34.59,景：光至景亡；若在，盡古息。景，二光夾一光，一光者景也。景光之人煦若射，下者之人也高，高者之人也下。,34.19 - 34.20,How is it to be verified? It is to be verified by the senses of hearing and sight of the common people.
mozi-034-exposition-of-canon-ii__align-0015,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,2,exact_or_near_exact,0.93,60,34.60 - 34.65,足敝下光，故成景於上；首敝上光，故成景於下。在遠近有端與於光，故景庫內也。景：日之光反燭人，則景在日與人之間。景：,34.21 - 34.22,How is it to be applied? It is to be applied by adopting it in government and observing its benefits to the country and the people.
mozi-034-exposition-of-canon-ii__align-0016,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,66,34.66 - 34.69,木柂，景短大。木正，景長小。大小於木。則景大於木，非獨小也，遠近臨正鑒，景寡。,34.23,This is what is meant by the three tests of every doctrine.
mozi-034-exposition-of-canon-ii__align-0017,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,70,34.70 - 34.71,貌能、白黑、遠近、杝正，異於光鑒。景當俱就，去氽當俱，俱用北。,34.24,Some of the gentlemen of the world assume there to be fate.
mozi-034-exposition-of-canon-ii__align-0018,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,72,34.72 - 34.73,鑒者之臭，於鑒無所不鑒。景之臭無數，而必過正。,34.25,Now let us examine the deeds of the sage-kings.
mozi-034-exposition-of-canon-ii__align-0019,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,74,34.74 - 34.79,故同處，其體俱，然鑒分，鑒中之內，鑒者近中，則所鑒大，景亦大；遠中則所鑒小，景亦小。而必正。起於中緣正而長其直也。中之外，鑒者近中，則所鑒大，景亦大；遠中，則所鑒小，景亦小。,34.26,"In ancient times, the confusion produced by Chieh was replaced by an orderly government by T’ang, the chaos of Chow was turned into order by King Wu."
mozi-034-exposition-of-canon-ii__align-0020,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,80,34.80 - 34.85,而必易，合於中而長其直也。鑒：鑒者近，則所鑒大，景亦大；亓遠，所鑒小，景亦小。而必正，景過正。故招負衡木，加重焉而不撓，極勝重也。,34.27,"The times did not alter and the people did not change, yet xmder Chieh and Chow the world was chaotic and under T’ang and Wu it was orderly."
mozi-034-exposition-of-canon-ii__align-0021,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,0.93,86,34.86 - 34.88,右校交繩，無加焉而撓，極不勝重也。衡加重於其一旁，必捶。權重相若也相衡，則本短標長。,34.28 - 34.29,Can it be said that there is fate? But the gentlemen of the world still assume that there is fate.
mozi-034-exposition-of-canon-ii__align-0022,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,89,34.89 - 34.92,兩加焉，重相若，則標必下，標得權也。挈：有力也。引，無力也。,34.30,Now let us look at some of the writings of the early kings.
mozi-034-exposition-of-canon-ii__align-0023,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,2,exact_or_near_exact,0.93,93,34.93 - 34.98,不正，所挈之正于施也。繩制挈之也。若以錐刺之。挈長重者下，短輕者上，上者愈得，下者愈亡。繩直權重相若，則正矣。收，上者愈喪，下者愈得；,34.31 - 34.32,"The writings of the early kings that were issued to the whole country and distributed among the people were the laws Did any of the laws of the early kings ever say: Blessing cannot be invoked and disaster cannot be avoided; reverence will not do any good and cruelty will not do any harm ""? The standards according to which lawsuits were tried and punishments were meted out were the codes of punishment flij."
mozi-034-exposition-of-canon-ii__align-0024,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,3,exact_or_near_exact,0.93,99,34.99 - 34.104,上者權重盡，則遂挈。兩輪高，兩輪為輲，車梯也。重其前，弦其前，載弦其前，載弦其軲，而縣重於其前。是梯挈且挈則行。凡重，上弗挈，下弗收，旁弗劫，則下直。扡，或害之也。,34.33 - 34.35,"Did any of the codes of punishment of the early kings say: ""Blessing cannot be invoked and disaster cannot be avoided; reverence will not do any good and cruelty will not do any harm ""? The inspiration by wbicb the armies were organized and the soldiers were commanded to advance or to retreat came from the declarations Did any of the declarations of the early kings say; Blessing cannot be invoked and disaster cannot be avoided; reverence will do no good and cruelty will do no harm? Motse said: I have not enumerated the good books of the empire completely."
mozi-034-exposition-of-canon-ii__align-0025,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,105,34.105 - 34.107,氵不，梯者不得氵不，直也。今也廢尺於平地，重不下，無旁也。若夫繩之引軲也，是猶自舟中引橫也。,34.36,"As they cannot be exhaustively enumerated, I bmit myself to the most prominent ones, namely, the three above mentioned."
mozi-034-exposition-of-canon-ii__align-0026,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,108,34.108 - 34.110,倚、倍、拒、堅。邪倚焉則不正，誰並石、累石耳。夾帶者法也。,34.37,"And try as we may, we cannot find any bebef in the doctrine of fatalism."
mozi-034-exposition-of-canon-ii__align-0027,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,0.93,111,34.111 - 34.112,方石去地尺，關石於其下，縣絲於其上，使適至方石不下，柱也。膠絲去石，挈也。,34.38 - 34.39,Should it not then be abandoned? To adopt the fatalists’ doctrine is to overthrow righteousness in the world.
mozi-034-exposition-of-canon-ii__align-0028,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,113,34.113 - 34.117,絲絕，引也。未變而石易，收也。買：刀糴相為賈。刀輕則糴不貴，刀重則糴不易。,34.40,"To overthrow righteousness in the world will establish fate, which is a temptation to the people."
mozi-034-exposition-of-canon-ii__align-0029,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,118,34.118 - 34.119,王刀無變，糴有變。歲變糴，則歲變刀。,34.41,And to offer people temptation is to destroy the people.
mozi-034-exposition-of-canon-ii__align-0030,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,2,exact_or_near_exact,0.93,120,34.120 - 34.125,若鬻子，賈盡也者，盡去其所以不讎也。其所以不讎去，則讎。賈也宜不宜，欲不欲，若敗邦鬻室嫁子無子。在軍不必其死生，聞戰亦不必其死生。前也不懼，今也懼。或，知是之非此也，有知是之不在此也，然而謂此南北，過而以已為然。,34.42 - 34.43,"Now, why is it that we desire righteousness to be with the superiors? Because when the righteous are in authority, the world will have order, God, bills and rivers, and the spirits will have their chief sacrificer, and the people will be visited by the great blessings therefrom."
mozi-034-exposition-of-canon-ii__align-0031,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,0.93,126,34.126 - 34.129,始也謂此南方，故今也謂此南方。智論之，非智無以也。謂：所謂非同也，則異也。,34.44 - 34.45,"How do we know? Motse said: In ancient times, T’ang was given a fief at Po."
mozi-034-exposition-of-canon-ii__align-0032,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,130,34.130 - 34.131,同則或謂之狗，其或謂之犬也；異則或謂之牛，牛或謂之馬也。,34.46,"Making allowance for the irregular boundary lines, his land amounted to about a hundred li square."
mozi-034-exposition-of-canon-ii__align-0033,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,132,34.132 - 34.134,俱無勝，是不辯也。辯也者，或謂之是，或謂之非，當者勝也。無讓者酒，未讓，始也，不可讓也。,34.47,"He worked with the people for mutual love and reciprocal benefit, and shared with them what was in abundance."
mozi-034-exposition-of-canon-ii__align-0034,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,135,34.135 - 34.136,于石一也，堅白二也，而在石。故有智焉，有不智焉，可。,34.48,And he led his people to reverence Heaven and worship the spirits.
mozi-034-exposition-of-canon-ii__align-0035,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,137,34.137 - 34.141,有指：子智是，有智是吾所先舉，重。則子智是，而不智吾所無舉也，是一。謂有智焉，有不智焉也。可。,34.49,"Thereupon, Heaven and the spirits enriched him, the feudal lords befriended him, the people loved him, and the virtuous came to him."
mozi-034-exposition-of-canon-ii__align-0036,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,142,34.142 - 34.143,若智之，則當指之智告我，則我智之，兼指之以二也。衡指之，參直之也。,34.50,Within a single generation he ruled over the empire and headed the feudal lords.
mozi-034-exposition-of-canon-ii__align-0037,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,144,34.144 - 34.145,若曰必獨指吾所舉，毋舉吾所不舉，則者固不能獨指。所欲相不傳，意若未校。,34.51,"Again in ancient times, Kiug Wen was assigned to the state of Ch’i Ghou."
mozi-034-exposition-of-canon-ii__align-0038,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,146,34.146 - 34.147,且其所智是也，所不智是也，則是智是之不智也，惡得為一？謂而有智焉，有不智焉。,34.52,"Making allowance for the irregular boundary lines, his land amoimted to about a hundred li square."
mozi-034-exposition-of-canon-ii__align-0039,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,148,34.148 - 34.150,所：春也，其執固不可指也。逃臣，不智其處。,34.53,He worked with his people for mutual love and reciprocal benefit.
mozi-034-exposition-of-canon-ii__align-0040,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,151,34.151 - 34.156,狗犬，不智其名也。遺者，巧弗能兩也。智：智狗。重，智犬。則過，不重，則不過。,34.54,So those near him enjoyed his government and those distant submitted themselves to his virtues.
mozi-034-exposition-of-canon-ii__align-0041,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,157,34.157 - 34.162,通：問者曰：“子知乎？”應之曰：“，何謂也？”彼曰：,34.55,All who heard of King Wen rose up and rushed over to him.
mozi-034-exposition-of-canon-ii__align-0042,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,163,34.163 - 34.167,“，施。”則智之。若不問何謂，徑應以弗智，則過。且應必應，問之時若應，長應有深淺。大常中在，兵人，長所。,34.56,The stupid and insolent and those weak in limbs remained where they were and complained: Why not let the land of King Wen extend to this place.
mozi-034-exposition-of-canon-ii__align-0043,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,168,34.168 - 34.170,室堂，所存也。其子，存者也。據在者而問室堂，惡可存也？,34.57,Wouldn’t I then also be a subject of King Wen?
mozi-034-exposition-of-canon-ii__align-0044,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,171,34.171 - 34.175,主室堂而問存者，孰存也？是一主存者以問所存，一主所存以問存者。五合：水、土、火，火離然。火鑠金，火多也。,34.58,""" Thereupon Heaven and the: spirits enriched him, the feudal lords befriended him, the j people loved him and the virtuous came to him."
mozi-034-exposition-of-canon-ii__align-0045,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,176,34.176 - 34.178,金靡炭，金多也。合之府水，木離木。若識麋與魚之數，惟所利，無所惡。,34.59,Within 5 a single generation he ruled over the whole empire and headed | the feudal lords.
mozi-034-exposition-of-canon-ii__align-0046,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,179,34.179 - 34.184,傷生損壽。說以少連，是誰愛也？嘗多粟，或者欲不有能傷也。若酒之於人也，且{知心}人利人，愛也，則唯{知心}弗治也。損飽者去餘，適足不害，能害飽，若傷麋之無脾也。且有損而後益智者，若虐病之之於虐也。,34.60,"As we have said: When the righteous, are in authority the world will have order, God, hills and rivers, i and the spirits will have their chief sacrificer, and the people will be visited by the great benefits therefrom."
mozi-034-exposition-of-canon-ii__align-0047,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,185,34.185,智以目見，而目以火見，而火不見。,34.61,is how we know it to be so.
mozi-034-exposition-of-canon-ii__align-0048,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,186,34.186 - 34.189,惟以五路智久不當。以目見，若以火見。火，謂火熱也，非以火之熱。我有若視曰智，雜所智與所不智而問之，則必曰：,34.62,"' The ancient sage-kings published laws and issued orders to be standards of reward and punishment, and to encourage the virtuous and to obstruct the evil."
mozi-034-exposition-of-canon-ii__align-0049,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,190,34.190 - 34.195,“是所智也，是所不智也。”取去俱能之，是兩智之也。無：若無焉，則有之而後無。無天陷，則無之而無。擢疑無謂也。,34.63,And so the people were filial to their parents at home and respectful to the elders in the village or the district.
mozi-034-exposition-of-canon-ii__align-0050,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,196,34.196 - 34.198,臧也今死，而春也得文文死也可。且：猶是也，且然必然，且已必已，且用工而後已者，必用工而後已。,34.64,"They observed propriety in conduct, moderation in going out and coming in, and decency between men and women."
mozi-034-exposition-of-canon-ii__align-0051,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,199,34.199 - 34.204,均：發均縣，輕重而發絕，不均也。均，其絕也莫絕。堯霍，或以名視人，或以實視人。舉友富商也，是以名視人也；指是臛也，是以實視人也。,34.65,"And when they were made to look after the court they would not steal, when they were made to defend a city they would not raise an insurrection."
mozi-034-exposition-of-canon-ii__align-0052,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,205,34.205 - 34.210,堯之義也，是聲也於今，所義之實處於古。若殆于城門與于臧也。狗：狗，犬也。謂之殺犬，可。若兩。,34.66,"When the lord met with death they would commit suicide, and when the lord was banished they would follow him."
mozi-034-exposition-of-canon-ii__align-0053,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,211,34.211 - 34.214,使：令使也。我使我，我不使亦使，我。殿戈亦使，殿不美亦使，殿。,34.67,This is what the superior will reward and what the people will applaud.
mozi-034-exposition-of-canon-ii__align-0054,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,2,exact_or_near_exact,0.93,215,34.215 - 34.220,荊沈，荊之貝也。則沈淺非荊淺也，若易五之一，以楹之摶也，見之，其於意也不易，先智意相也。若楹輕於秋，其於意也洋然。段、椎、錐俱事於履，可用也。成繪屨過椎，與成椎過繪屨同，過仵也。一：,34.68 - 34.69,"Now, the fatalists say: Whoever is rewarded by the superior is destined to be rewarded. It is not because of his virtue that he is rewarded."" Under these conditions the people would not be filial to their parents at home, and respectful to the elders in the village or the district."
mozi-034-exposition-of-canon-ii__align-0055,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,221,34.221 - 34.226,五有一焉；一有五焉；十二焉。非：斫半，進前取也，前則中無為半，猶端也。前後取則“端中”也。,34.70,"They would not observe propriety in conduct, moderation in going out and coming in, or decency between men and women."
mozi-034-exposition-of-canon-ii__align-0056,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,227,34.227 - 34.231,斫必半，“無”與“非半”，不可斫也。可無也，已給則當給不可無也。久有窮無窮。正九，無所處而不中縣，摶也。傴宇不可偏舉字也。,34.71,"And, if they were made to look after the court they would steal, if they were made to defend a city they would raise an insurrection."
mozi-034-exposition-of-canon-ii__align-0057,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,232,34.232 - 34.236,進行者，先敷近，後敷遠。行者行者必先近而後遠。遠近，修也；先後，久也。民行修必以久也。,34.72,"If the lord met with death they would not commit suicide, and if the lord were banished they would not accompany him."
mozi-034-exposition-of-canon-ii__align-0058,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,237,34.237 - 34.239,一方盡類，俱有法而異。或木或石，不害其方之相合也。盡類猶方也。,34.73,"This is what the superior will punish, and what the people will condemn."
mozi-034-exposition-of-canon-ii__align-0059,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,240,34.240 - 34.241,物俱然。牛狂與馬惟異，以牛有齒，馬有尾，說牛之非馬也，不可。,34.74,The fatalists say: ‘‘Whoever is punished by the superior is destined to be punished.
mozi-034-exposition-of-canon-ii__align-0060,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,242,34.242 - 34.247,是俱有，不偏有偏無有。曰之與馬不類，用牛有角，馬無角，是類不同也。若舉牛有角，馬無角，以是為類之不同也，是狂舉也。猶牛有齒、馬有尾。或不非牛而非牛也可，可則或非牛或牛而牛也可。故曰牛馬非牛也，未可。,34.75,"It is not because of his vice that he is punished."" Believing in this, the ruler would not be righteous, the minister would not be loyal, the father would not be affectionate, the son would not be filial, the elder brother would not be brotherly, and the younger brother would not be respectful."
mozi-034-exposition-of-canon-ii__align-0061,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,248,34.248 - 34.250,牛馬牛也，未可。則或可或不可，而曰牛馬牛也未可，亦不可。且牛不二，馬不二，而牛馬二。,34.76,The unnatural adherence to this doctrine is responsible for pernicious ideas and is the way of the wicked.
mozi-034-exposition-of-canon-ii__align-0062,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,0.93,251,34.251 - 34.254,則牛不非牛，馬不非馬，而牛馬非牛非馬，無難。彼：正名者彼此。彼此可，彼彼止於彼，此此止於此，彼此不可，彼且此也。,34.77 - 34.78,"Now how do we know fatalism is the way of the wicked? In ancient times, the miserable people indulged in drinking and eating and were lazy in their work."
mozi-034-exposition-of-canon-ii__align-0063,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,255,34.255 - 34.256,彼此亦可，彼此止於彼此，若是而彼此也，則彼亦且此此也。唱無過，無所周，若粺。,34.79,"Thereupon their food and clothing became insufficient, and the danger of hunger and cold was approaching."
mozi-034-exposition-of-canon-ii__align-0064,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,257,34.257 - 34.262,和無過，使也，不得已。唱而不和，是不學也；智少而不學，必寡。和而不唱，是不教也；智而不教，功適息。使人奪人衣，罪或輕或重；,34.80,"They did not acknowledge: I was stupid and insolent and was not diligent at work.’"" But they would say: "" It is but my lot to be poor."" The ancient wicked kings did not control the sensuality of their ears and eyes and the passions of their mind."
mozi-034-exposition-of-canon-ii__align-0065,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,263,34.263 - 34.266,使人予人酒，或厚或薄。聞在外者，所不知也。或曰在室者之色若是其色。是所不智若所智也。,34.81,They did not follow their ancestors and so they lost their country and ruined their state.
mozi-034-exposition-of-canon-ii__align-0066,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,267,34.267 - 34.272,猶白若黑也，誰勝？是若其色也，若白者必白。今也智其色之若白也，故智其白也。夫名以所明正所不智，不以所不智疑所明。若以尺度所不智長。外，親智也；,34.82,"They did not know that they should confess: I am stupid and insolent and was not diligent in attending to government."" But they would say: It is but my fate to lose it."" The ‘‘ Announcement of Chung Hui "" says: "" I have heard that the man of Hsia issued orders, pretending them to be fate of Heaven."
mozi-034-exposition-of-canon-ii__align-0067,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,6,1,exact_or_near_exact,0.93,273,34.273 - 34.278,室中，說智也。以誖，不可也。出入之言可，是不誖，則是有可也。之人之言不可，以當，必不審。惟：謂是霍，可，而猶之非夫霍也，謂彼是是也。,34.83,"God was displeased and destroyed his forces."" This tells how T’ang showed Chieh’s belief in fate to be wrong, ‘‘ The Great Declaration "" says; ‘‘ Chow became insolent and would not worship God and pushed away the ancestors and spirits without offering them sacrifices."
mozi-034-exposition-of-canon-ii__align-0068,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,5,2,exact_or_near_exact,0.93,279,34.279 - 34.283,不可謂者，毋惟乎其謂。彼猶惟乎其謂，則吾謂不行；彼若不惟其謂，則不行也。無南者有窮則可盡，無窮則不可盡。有窮、無窮未可智，則可盡、不可盡不可盡未可智。,34.84 - 34.85,"And he said: ‘ Fortune is with my people,’ and neglected and betrayed his duty. Heaven thereupon deserted him and withdrew its protection."" This tells how King Wu showed Chow’s belief in fate to be wrong."
mozi-034-exposition-of-canon-ii__align-0069,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,284,34.284 - 34.287,人之盈之否未可智，而必人之可盡，不可盡亦未可智，而必人之可盡愛也，誖。人若不盈先窮，則人有窮也，盡有窮無難。盈無窮，則無窮盡也，盡有窮無難。不：,34.86,"If the doctrine of the fatalist were put to practice, the superiors would not attend to government and the sub-ordinates would not attend to work."
mozi-034-exposition-of-canon-ii__align-0070,mozi,mozi-034-exposition-of-canon-ii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,288,34.288 - 34.290,“二智其數，惡智愛民之盡文也？或者遺乎？”其問也盡問人，則盡愛其所問。,34.87,"If the superior does not attend to government, jurisdiction and administration will be in chaos."
